tweet,label_prediksi
💙 kalian diijinin sekolah offline atau ngga??? kalo ngga alasannya kenapaaa,netral
"@SeaHaee Tapi beneran sekolah itu sumber penyebaran penyakit ya...sejak sekolah offline, ga pernah tuh anak2 kena batpil..pdhl dlu bisa 2 bulan sekali gantian ke dokter gara2 batpil.. 😑😑",negatif
@convomf Gua dah lama offline betah kok pengen dibikin capek sama bolak balik sekolah dari pada capek ga ngapa ngapain di rumah,positif
"@lluvveerr gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌",positif
"@keyshazzz gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌",positif
"Aku bangun pagi lalu pergi ke kamar adek dan ternyata dia hari ini sekolah offline, lalu pergi ke rumah tante tapi duo monyet dah ke rumah temennya. Pagi ini sangat membosankan, gaada yang bisa kuganggu. Mau ganggu mama yg berkebun pun pasti dimarahin:((",positif
@rnjunchnle Pengin beli ini buat sekolah offline soalnya bateraiku boros bangettt 😔 https://t.co/CmFaPjWlJO,positif
"Kekurangan sekolah offline sakit pinggang cug, cape duduk mulu",negatif
"@teenyumd @sy4sh4kh4 gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌",positif
"[askrl] spill outer yang bagus buat seragam sekolah, dong
mau offline nih 🤩",positif
Knp sekolah offline tuh klo istirahat bentar bgt😭 bekel gua gk pernah abis klo bawaa😭 https://t.co/qDmrVh5j5h,negatif
"@_cimory Nggak, sekolah offline sudah pulang",netral
@convomf gue juga lebih ke sekolah online sih tapi gue ngerasa perlu untuk offline biar lebih berani karna sumpahh selama online gue jadi lebih kayak kurang pd trus takut buat bersosialisasi. makanya gue selalu bilang kediri sendiri LO HARUS ADA PERUBAHAN😭😭 gangerti jga ama diri sendiri https://t.co/MbmpcsvlJA,positif
gatau aja yg lulusan c word pengen balik sekolah offline,positif
mager bgt anying sekolah offline,negatif
"adek gue pada sekolah offline, gue di rumah ga ngapa ngapain kuliah jg baru tar sore. berasa pengangguran anjir",negatif
"@mashiikaru daring tuh sekolah online klo ptm pelajaran tatap muka jd offline gtu, emank km sekarang ga kuliah kh kok berkeliaran",netral
"@bertanyarl gue bngt kalo di sekolah😭mana kelas gue ganti jadi ga nyampe sama wifi sekolah sad bgt akhirnya cuma buka galeri, atauga main game offline😭",negatif
"sekolah offline 2 jam gerah banget anjir, mana gaboleh nyalain AC",negatif
@convomf Sekolah offline berasa latihan militer,positif
"@convomf BETUL setiap sekolah offline bawaanya panic attack terus, bagusan online jdi rada tenang",negatif
@busifess iyaa nder kynya pada mulai sekolah offline,positif
"Jujur ya pas sma tuh kan gua 1,5thn ke potong Corona jadi online, emng enak sih online tapi lebih enak offline. Karna beneran kerasa bgt sekolah nya terus juga jadi punya kenangan gtu deh, klo bisa SMA lagi gua juga pengen Anying rasain jadi agit",positif
kalian udh masuk sekolah offline blm?,positif
"@LJmanager IYA KAK
Ini aku expo gitu kan, dari univ sm bimbel. Trs emg ada jadwal kita dtg ke sekolah. Aku kira expo nya bakal offline kl kita ke sklh, ternyata sama aja, ttp join zoom🧘",netral
"@schfess dua duanya sih. online lebih ringan, materi ga nyampe kepala, tapi ada banyak waktu buat searching kembali materi yang diajarin. offline berat, tapi materinya masuk otak, cape setiap pulang sekolah muka selalu pucet...",netral
Hari nie kalian pda sekolah online atau msih offline?,netral
untung beberapa masih online kalo offline udah jadi korban bullyan nii fans MU di sekolah,negatif
Hii moots!! Kalian udah mulai sekolah/kuliah offline ga? Aku ke kampus cuman buat praktikum 😭,netral
@ilenoirr Sekolah offline,netral
"sekolah offline, biasanya jam 06.20 udh berangkat, tpi tdi jam 06.39 baru bangun(lagi), bisa""nya udh bangun jam 04.40 malah tidur lagi,hadeh tolol banget dh😮‍💨untung kaga telat",negatif
Males bngt sekolah offline,negatif
@A_ChristyJKT48 Kalo sekolah offline udah ketinggalan bus sekolah nih,netral
"@haeeeedarrrr Ngga,soalnya aku jawalnya sekolah offline",positif
"morning semuaa!!aku sekolah offline today,kalian gmn?daring/offline🫂",netral
@convomf Makin kesini makin males sekolah offline anjir,negatif
gue mau sekolah offline,positif
"@rjchanyxw Sekolah Offline, udah nih😁",netral
"FR sekolah gue gajelas bgt anyink, masa mau dibotakin 😭 mending offline aja kalo gitu 😭 https://t.co/WqPFLw3tok",positif
"@txtdarigajelas Emang mendingan sekolah offline dah, onlen gini jd ga ada adab",netral
aku mah dari awal dgr bakal balik sekolah offline langsung ga tenang hati https://t.co/MZV86y2gwk,negatif
@imnoturfavv_ Eyy... Kamu sekolah offline yyy? Wkwkwk,positif
"@sopechive Sekolah sih, but tidak offline hehe",positif
aku close dulu sampe nanti siangg soalnya hari ini sekolah offline😃,negatif
@rhmrnjn belum offline nih:( SEMANGAT SEKOLAH OFFLINE NYA YAA !!!,positif
"@schfess Campur aja sie kayak sekolah ak
Seminggu 2 kali offline sesuai jadwal masing², dicampur online buat mapel yang dirasa ga terlalu penting di kejuruan (kayak pkn, sunda, dll)
Jadi offline tuh fokus di mapel penting kayak mtk sama mapel kejuruan 👍🏻",positif
"sebenernya selama satu jadwal sama bestie ya, sekolah offline tuh asik https://t.co/7IACawjKw9",positif
Kapann aku sekolah offline? 😭😭😭😭😭,positif
"@convomf giliran online katanya pengen offline, pas offline pengen balik online. ga usah sekolah aja yuk bisa yuk",netral
pada sekolah offline  ya?,netral
sekolah offline day 1 banyak jamkos nya,positif
"tanyarl kalian risih ga sih kalo misal temen kalian ngomong gini? (konteks: sekolah adain event, ada 3 kegiatan beda dan setiap murid pilih 1. eventnya wajib dan offline sedangkan sekolah masih online) https://t.co/dJXaxq4zue",netral
@nanajaemin2713 sekolah online offline nih?? btw udh sarapan lom?,netral
@peachiesjeha sekolah online offline nih?? btw udh sarapan lom?,netral
Sekolah udh offline tpi masih ada tugas video. It's another level of pain🥲,negatif
sekolah kalian offline atau online?,netral
kalian sekolah offline atau online?,netral
"bener bgt anjir. udah nolep, gpunya temen disekolah lagi🥲. klo sekolah offline pusing bgt jujur https://t.co/sxUhqJCDzr",negatif
"@HWidjanarka semangat guru memang terletak pada kehadiran muridnya ke sekolah seh,apalagi semenjak pandemi yang memaksa sekolah harus online, terus sekarang perlahan mulai kembali offline lagi rasane semangat mengajar langsung berlipat ganda. menurut ku seh seperti itu 😅",positif
sekolah offline/online?,netral
sekolah offline tidak seseru yang di bayangkann.... https://t.co/Mr1R79MP7J,positif
@tennaddict semoga bisa sekolah offline lagi yapp,positif
"@abcdefriendlyz hlow, udh sekolah offline? semangatt 💪🏻",positif
@E1O19 Offline apa online dah sekolah e? Tar gua udah bantu bikin alesan taunya offline,netral
"p t the m, siapa yang sekolah offline? https://t.co/bhjxl90Wso",netral
"Sekolah offline hari ini AAAAAA
Ak berapa kli bikin sekelas ketawa *pamer",positif
"Agree, jujur sekolah offline sekarang ga enak idk why https://t.co/CvyUTWqe9n",negatif
@TXTdariHunter sekolah online / offline?,netral
"@H0URLYHAN MSLHNYA DI SEKOLAH SY TUH UDH OFFLINE.. CM SY SAKIT, JDINYA DARING",negatif
eh kalian yang sekolah offline itu berapa jam?,netral
@zhevaanee km sekolah ga? offline atau online nie?,netral
"Sekolah offline,,, apakah sekarang saya tertarik?? Ohh tentu saja TIDAK.",negatif
@sunflarfo semangatt ptm nya!! sekolah offline tp sesi 2 siang,positif
mootssss kalian hari ini sekolah online atau offline? 🧐🧐🧐,netral
@boongimork pasti sekolah offline,netral
sekolah offline panas👎,negatif
@feylise ooh sama dong besok aku jg sekolah offline! semangat sekolahnya yaa,positif
"@bertanyarl lagi sekolah offline, tapi gurunya dari tadi gaada dan semoga jamkos wkwk https://t.co/AIMQh7Utcq",positif
"@omnnivora Bangun, sekolah, offline😌😌😌🙂",positif
tgl 3 des bangtan konser offline gue sekolah offline tai,negatif
kalian masih sekolah online / offline?,netral
"morning,dari aku yang sekolah offline 💛",positif
@markliioon Udah🥰 dyaz udah sarapan belom? Hari ini aku sekolah offline 🤘 have a nice day too dyaz💗,positif
kalian udh ada yg sekolah offline kah?,netral
"@mathmallow Kalo ada class meet offline ntar yg bukan PO banyak yg jd korban buat ikut lomba, soalnya PO ga boleh ikut lomba di class meet. Kalo di sekolah ku si gitu, sekolahmu iya ga beb?",netral
Pertama kli sekolah offline https://t.co/9VPDn5nlKY,positif
@pearlforjeno_ sekolah online offline nih?? btw udh sarapan lom?,netral
@sze_lxyc229 sekolah online offline nih?? btw udh sarapan lom?,netral
@BucinnyaRenjun5 sekolah online offline nih?? btw udh sarapan lom?,netral
@tenyuwmay sekolah online offline nih?? btw udh sarapan lom?,netral
"pagiii..
buat yg sekolah offline SEMANGAT YAA!!💗💗✨",positif
@sunshinellaaa sekolah online offline nih?? btw udh sarapan lom?,netral
@huangplanet sekolah online offline nih?? btw udh sarapan lom?,netral
"@bonngbudi @_m0ndhs_ Hari ini aku kesekolahh, Kim sudah sekolah offline atau masih online Uncle?",netral
"@doycoungt HALOO RINN AKSKSUSJSNS YAALLAH, gimana kabarnyaaa??? dhh sarapan lummm?? hari ini sekolah? daring? offline? kuliah? kerja? apapun itu semangatt rinnn!!!",netral
@y00_rina11 hyonk kao sekolah offline tdk,netral
"Paling males sekolah offline kyk gini, mana cuman 6 org",negatif
@subschfess Aku malah semangat bgt sekolah offline 🥺,positif
kalian hari ini sekolah offline/online?,netral
asw besok sekolah offline,negatif
Sch! Males banget hari senin sekolah offline:(((( https://t.co/DqLGm9ozxs,negatif
@sakmashiro Semangat sekolah offline nya dek,positif
@taesmileliketht bagian pjj aku. semangat sekolah offline nyaa !,positif
aku agy sekolah offline,positif
"@RustyRov ya klo emang lu mau males malesan mending bdr sih dim, tapi mau kerasa gak jenuh trs seru mending sekolah offline 😄🧐",positif
aaaaa aku sekolah offline,positif
aku yo ndak kuat nek sekolah offline:( https://t.co/kW9L7EwC5c,negatif
"kalian yang sekolah offline, pulangnya jam berapa? 💭",netral
"selamat pagi semuaaa
sekolah offline huft",negatif
@mcflurrychokoo offline tapi sekolah siang,positif
"@schfess Punyaa, waktu masih jaman sekolah offline, ak make lagu ini buat alarm😓🖐️",positif
@gabuniki Sekolah udah pada offline yak😭😭😭😭 kalo gurunya ganteng inget kata tukang ayam bakar,positif
"@miniecaa pagiii, semangatt sekolah offline nyaa. jangan deg deg an yaaa",positif
@kimatchaju iya kan gw sekolah offline,positif
"pagiiii, hari ini aku sekolah offline hari pertama. deg²an banget plisss 😭",negatif
Aw sy sekolah offline 😍,positif
"Pagi moots! Yg sekolah offline semangat, yg daring jangan tidur",positif
"@Fenly_un1ty Morining kak fen❤ , ini lagi siap2 mau sekolah offline",positif
"pagiii, buat yang sekolah offline semangat ya♡",positif
"@queennKrii sekolah offline kak pulang jam 12, di lanjut les jam 3 wahwah😗",negatif
@snikthbinn Semangat sekolah offline🙆🏻‍♀️,positif
First time sekolah offline jujur ga asik gada kakel,positif
sekolah online pengennya offline pas udah dikasih offline malah males malesan dasar aku,negatif
"@convomf Iya, gw tiap minggu les sma sekolah offline jadi harus isi",netral
@convomf beli soalnya buat sekolah offline,positif
Aku sekolah offline hari inii,netral
Sekolah offline kapan dibatalin dah gue capek bgt anjir offline cm buat ngabisin bensin dan kuota,negatif
"morning moots, btw yg hari ini sekolah offline/online semangat ya!",netral
"struggle pertama waktu itu kirain online ternyata offline, dah enak2 bangun jam 6 lebih taunya harus berangkat sekolah wkwk skrg malah kebalikannya.. kenapa seimbang gitu yaa :"") https://t.co/RuluFpsSE4",netral
@convomf kalo lg sekolah offline aja,netral
"Good morning~!✨
Sekolah dah mulai kelas offline..
1 tahun lebih sama sekali belum kenalan ma yang lain di kelas.

PAIN",positif
pada sekolah offline ga nich?,netral
@bertanyarl sekolah offline😮‍💨,netral
PENGEN SEKOLAH OFFLINE 😭😭😭,netral
"@hygge_ym u too, sekolah offline pts nih w",positif
Akhirnya saya sekolah offline lagi😃,netral
sekolah offline 😥😥,netral
ih temen temenku di sekolah lain udah pada offline hari ini keren,positif
pada sekolah offline gasih?,netral
"Adik aku jiwa malesnya luar biasa, dia gamau sekolah offline hiks kalo tetep dipaksa pasti ngelawan ampe main fisik😭",negatif
Pada sekolah offline ya?,netral
Masih males malesan kalo mau sekolah offline☹️,negatif
pagi guys aku sekolah offline,positif
"good morning moots, hari ini aku sekolah offline. hdue padahal lagi pusing gegara bawaan dari flu btw jangan lupa mam ya😘",positif
y allah lupa aku jam 7 offline meh whatever sekolah ku deket sama rumah ok aku mandi dulu,netral
"Met gw Sekarang sekolah offline, doain y semoga gurunya gak nagih tugas https://t.co/15UGgrvUaE",negatif
"wish me luck skrang sekolah offline, gue ga kenal siapa siapa 😔",negatif
oh wow adek gue (sma di jaksel) udah mulai sekolah offline…,positif
@laraseyaaa huaa semoga bisa cepet sekolah offline,positif
Syukur blm sekolah offline,positif
schdkfks hari ini sekolah offline https://t.co/GLRSvhy5hp,positif
"sch! kangen sekolah offline tanpa sesi sesi an ga si? :(

✄・・・
🧐 Trivia: Rumus harga keseimbangan pasar adalah Qd=Qs",positif
"sch! gais pas dulu masih sekolah offline kalian paling sering kehilangan barang apa?? sharing dongs

✄・・・
🧐 Trivia: Stratifikasi terbagi menjadi stratifikasi terbuka, tertutup, dan campuran.",netral
kalian sekolah offline gak??,netral
anjir dah masuk minggu sekolah offline,negatif
adekku sekolah offline owowoow aku juga takut sekolah offline masalahnya hp ku belum selesai!!!,negatif
"@Fenly_un1ty Morning ko, siap dong ko kan hari ini sekolah offline",positif
"hari ini sekolah offline

and do you know pren,¿¿

GUE LUPA CARA MAKE DASI UEUEUE 😭😭😭😭😭 https://t.co/CctvZAtYUw",negatif
"SALAMAT PAGI,SEMANGAT BAGI YANG SEKOLAH OFFLINE,YANG KAGA YAUDAH SEMANGAT JUGA🥰",positif
Hari ini masuk sekolah offline lagi hiksssrothh malas,negatif
Mager banget sekolah offline,negatif
@TXTdariHunter sekolah offline / online?,netral
yg sekolah offline jgn lupaa sarapan ya!!,positif
ow yey aku sekolah offline,positif
"Sekarang sekolah offline , yey 😒",positif
sumpah gue makin sini makin males sekolah offline😭😭,negatif
"Sekolah, offline 😔 https://t.co/ahcjEq6eWO",netral
Ngantuk tapi ada sekolah offline,negatif
Sekolah offline 😃😃😃,netral
Hari pertama sekolah offline adik adik,positif
"gue mau sekolah offline, taejin live dulu donk biar smangat",positif
"pagii, selamat sekarang gue otw sekolah offline hufttt",negatif
"ah shitt nyesel banget dulu pengen sekolah offline, enakan sekolah online",negatif
Aduhh hari ini saya sekolah offline,negatif
Bye bestie nanti sekolah offline🙏🏻,positif
"@snikthbinn Tidakk, sekolah offline nanti pagii",negatif
"sch! kalian kalo sekolah offline masa sekarang itu jadwal pelajarannya ganti² ga?, kalo ganti² biasanya diumumin jadwal barunya h- berapa hari/jam?",netral
"ugh udah lama ga keluar rumah jadi terbiasa ga berinteraksi sama org lain selain keluarga dirumah.
semoga sekolah offline ga buruk :( tp takut bgt plis",negatif
belum tidurrr perkara nanti gue sekolah offline jadi tugas ekonomi harus tuntassss emng syalann battttt https://t.co/JU03MlT6zt,negatif
@moonareas Nanti sekolah online apa offline?,netral
@blossomlng_00 Enak yah sekolah uda offline .. ini aku aja meeting masih onlen😔😔,positif
"Ini gw bisa selesai sampe jam berapa deh, MANA PAGINYA GW SEKOLAH OFFLINE",negatif
SEKOLAH OFFLINE SOALNYA,netral
@enha1luvs tak tahu ada class ke tak sebab kan i dah sekolah offline but i group a so this week study sendiri je kot 😭,negatif
besok udah mulai sekolah offline dan pasti ini gue ga berhenti salting because crush gue satu kelas gatau besok kalo ajak dia ngobrol harus ngomong apa hahaha,positif
PAS MAU SEKOLAH OFFLINE KOK MALAH GABISA TIDUR?!?!?!?!,netral
bsk sekolah offline tp gabiss tidur sekarang,positif
gabisa tidur gw oh baru inget tadi gw hbs minum kopi. mana besok sekolah offline kesiangan kn gk lucu😔,negatif
"dikit, tapi kalo sekolah offline jam tidur ku langsung rapi banget https://t.co/UDSrxHdIXk",positif
Besok masuk sekolah offline moga entar pulang sekolah pas buka Twitter langsung dapet congrats Aminin dulu aja dah,positif
"Hai kamu penghabis gratis sms waktu lalu :)
Apa kabar? udah lama ga jumpa ya 
Gaada maksut apapun cuma heran aja dulu kita ngobrolin apa aja si sampai gratisan 5000 sms gacukup sehari
gratisan nelpon 2jam aja kurang
Kok bisa gitu loh, padahal dulu masih sama” sekolah offline",netral
baru lihat jadwal sekolah offline hari senin pulang jam 1 siang aaaaa😭😭😭👊🏻,negatif
sekolah offline tuh butuh apa ya..,netral
kalo lagi ga males + ga sekolah offline sih iya https://t.co/XnwSfRdFOB,negatif
@schfess aku dah jarang pake gc udah offline jd ya kumpul sekolah semua,positif
bsk sekolah offline tapi seragam w masih di ember alias yaa masih di air rendeman 🤨,netral
@schfess aku udh ga pake google classroom lagi nder alias udh sekolah full offline 🙃,positif
ngopo kudu h-1 sekolah offline,netral
"Ga kebayang kalo sekolah offline, gimana nasib fans MU di sekolah mana besok senin",negatif
"@sjaeyunwolf masalah nya besok aku sekolah offline jadi di kumpulin, ga keburu kalo pagi ngerjain nya",positif
"klo abis ini sekolah offline trs gimana ya, tbh gue blm bnrn siap. pake sesi” an aja gue nyiapin mentalnya seminggu",negatif
bsk gue sekolah offline mlsss,negatif
Besok gue sekolah offline :)) mager bnget :)),negatif
OMGG besok sekolah offline,positif
"Mending tidur dah, besok pagi sekolah.. mana udah offline daripada ngantuk ngantuk di kelas.",positif
Sekolah offline padahal belum pada vaksin here we go 😗 https://t.co/ulIVTSh86G,negatif
"ra bayangke aku dadi rafi rabbani,sesok pertama sekolah offline andang wes di ece konco2ne",positif
aku akan tidur 😇 karena besok sekolah offline 🤢🤢🤢🤢🤢,positif
BARU SADAR BESOK GUE SEKOLAH OFFLINE AAAA😭😭,negatif
"tanyarl siapa yg besok sekolah offline??????
huhu harus mandi pagi mana sender bsk ada apalan kimia :(",negatif
besok gue sekolah offline 😱😱😱,positif
sumpah ya sekolah offline bikin stress,negatif
"FISIKA FAK BGT LAHH, NGGA NGERTI APA APA, GURUNYA MASUK SEMINGGU SEKALI NGEJELASINNYA NGGA DETAIL, EH DIKASIH ULANGAN TERUS NJIRR MANA SEKOLAH OFFLINE KIT HEART AKUU UDA DUA KALI DAPET NILAI RENDAH",negatif
eh laaahh males bgt sekolah offline padahal biasanya gw semangat,negatif
ohiya bsk pd sekolah offline ya.... pantes teel sepi bngt,positif
Ini kapan aku sekolah offline nya ???,netral
"jam segini aku lagi degdegan mau ngehadapin senin besok, padahal kalo dipikir pikir sekolah online lebih santai, mandi gak mandi gak kelihatan, sarapan tinggal ke dapur bawa ke kamar, jamnya juga dipotong setengah. kok dulu pas jaman offline aku biasa aja ya...",negatif
guru ak gjls bru ngasi jadwal jam segini buat besok sekolah offline 🙄🙄,negatif
"💭 umm guys, besok hari pertamaku sekolah offline sebagai murid baru. can u guys cheer me up? tiba-tiba aku takut banget ga punya temen... ☹",negatif
"@schfess itu arusnya gede banget busett ga heran kebakar, kabel yg parallel ditengah itu ilangin coba.. untung ga percobaan offline, hangus ntar sekolah 😂",netral
"Kerja yang dilakuin online ada ga ya? Aku masih minor, baru kelas 10 dan offline. Kalo kerja offline / langsung keknya gabisa, karena bentrok sama sekolah, tugas dan les :(",netral
malem ini gue nyoba ga ambil tidur jadi pas udah pagi langsung sekolah offline😉,negatif
@ENHYPEN_members Kak besok aku sekolah offline 😭😭,positif
udah baru baru ini pas udah sekolah offline https://t.co/1IO0GAFl6W,positif
Lucu banget liatin anak remaja exciting besok dah mulai sekolah offline,positif
"lebih 5 WKWKKWKWWK NOLEP BAT YA GUA DULU, skrg gak karna udh sekolah offline https://t.co/aieWZg3im2",positif
sekolah anya lucu bgt offline sebulan sekali,positif
"@cutycheol aku miskin, belom sekolah offline gaada uang jajan WKWKKW🙈",positif
kenapa harus sekolah offline sih kan aku malas bangun pagi😔🙏,negatif
besok kalian sekolah nya online apa offline?,netral
@ninindyyy_ besok sekolah offline:(,positif
Ngespace yuk @hyunjiniegf @Rxxdl_ Eh lu besok sekolah offline gak?? Kalau sekolah offline gak usah wkwk,positif
"besok sekolah offline, trus foto ijazah. gpp deh, soalnya jadwal foto ijazahnya pagi, mukaku belom berubah jadi ladang minyak",positif
dh tidur dulu bsok sekolah offline...,positif
@jjevianadhy @jnandaradhy besok adek sekolah offline???,positif
"hai, besok kalian sekolah offline or online 🤔",netral
Besok sekolah offline dan aku mules rn:),positif
"dulu pas offline bangun tidur ku terus mandi, sekarang online bangun tidur langsung sekolah",netral
Ngedudel dulu sebelum besok stress dengan sekolah yang mulai offline sama deadline commission.. https://t.co/kYkR09zfOn,negatif
"Dari pagi tuh udah bantuin masak buat tahlil mama sama ayah terus siangnya zoom, angkat jemuran, nyapu ngepel, sorenya pergi buat nobat pas pulang nobar juga masih harus bantuin beres beres rumah nenek. Besok pagi harus nyuci baju segunung, si adek juga besok sekolah offline:)",positif
@kth_official_ besok sekolah... offline,positif
via setiap cerita aku iya iyain aja biar cepet dahlahhh skrng uda sma ah gaseru jir kenapa aku telat sii nahloh skrng aku bingung mau curhat nct ke siapa. ngga sih lebih ke kayak enakkkk ga si dulu pas sekolah offline cerita nyambung sm chairmate. mianhae via🙏🏻😭,positif
"engga, besok sekolah offline https://t.co/JKHf1vQ5s5",positif
@lauvskyu Semangat fayy💪🏻 bsk aku juga sekolah offline:') kyu titip salam sama aku katanya kangen kmu https://t.co/JTdm6BECvw,positif
"@Imyourbeeeee Kalo sekolah offline kan palingan capek punggung sama capek mikir, soalnya didepan layar terus. Kalo capek olahraga itu lebih bokin ngantuk, apa ya kaya lu buat sekedar bangun dari kasur sampe gaada tenaga terus mata sampe berat banget rasanya harus tidur saat itu juga",negatif
Besok mulai sekolah offline lagiii😀,positif
"@giiegiw maless bangett, aplgi besok gue sekolah offline 🚮🚮🚮🚮💪🏻💪🏻💪🏻💪🏻",negatif
Btw besok aku sekolah offline,netral
"@schfess Pas sekolah SMA 350k / minggu subsidi uang jajan diluar sekolah 400k HAHAHAHA
Kuliah karena offline sih belum tau sebulannya berapa semoga dapet banyak dah 🤲🏻 pas offline cuman subsidi uang jajan 2 minggu 600k sama kuota 300k / bulan",netral
"@lobiotion Haha minggu kemaren aku udah offline 2 hari plus sabtunya ekskul capek bgt ternyata, keknya aku udah lupa gimana rasanya sekolah offline",negatif
"besok tuh
1. giliran gue yg sekolah offline 
2. tugas 2 minggu yang lalu belum pada kelar 
3. gue ngantukann
4. point nomor 1 https://t.co/g1XytlbDPU",negatif
"Kgn sekolah offline kek dulu,, bilang nya sakit pdahal ikut tryout Akbar di sekolah Laen hahahaha",positif
BESOK AKU SEKOLAH OFFLINE,positif
@jenoleeowner sekolah offline tapi selang seling,netral
@jenoleeowner sekolah offline,netral
Kalian udahh sekolah or kuliah offline gakk??,netral
ajg besok sekolah offline ajggg,negatif
@atmajayaindraa Gw besok masih sekolah online dar minggu ini doang gw offline,netral
"Guee tidur duluaan ya moots , besok sekolah offline jadi harus bangun pagii heheh good night mootss 💫😴",positif
sp yg bsk sekolah offline cung✋🏻,positif
"@bertanyarl alhamdullilah nggak gitu semenjak sekolah offline, jadi walaupun di luar rumah tetep bisa scroll tl hahah",positif
"@bluecloveren nggakk. mksdnya pgn sekolah dari rumah ke sekolah..ttp offline nomer 1 karena kalo onlen masuk kuping kanan keluar kuping kiri.......
BLMMM. yg kata waktu itu ada foto amuro pake baju kid tuh buat anime apa manga sih? sama DC juga dah rilis 100 volume ya?",positif
"Aku pengen beli online streaming yang di LA nanti, tapi itu mulainya hari jum'at jam 10. Jam 10 masih jam sekolah belum lagi nanti sekolah kena jadwal offline 😭 hadu :(",negatif
@bertanyarl Prefer sekolah online apa offline?,netral
menurut kalian kalo sekolah setengah online setengah offline gini enaknya bikin acara apa? 🤍,netral
TERUS BESOK GUE SEKOLAH OFFLINE,positif
"duhh bisa gasi gausah offline gitu, mager banget gue besok sekolah ish..",negatif
@atmajayaindraa Iya aku sekolah offline,positif
"@Reikamiravh_ sekolah offline 😓😞😵😶🤕
bestie online 😍😝😋😎💗😻",netral
@convomfs Lebih suka sekolah offline/online? Kenapa?,netral
Bisa ga sih sekolah offline tapi kalo ulangan online😭,positif
"Itu yang berharap sekolah offline, semangat belajar atau malak duit orang tua",positif
"@futsabl cape bgt buset sekolah/kuliah offline, dari ketemu terbit ampe terbenam tu matahari",negatif
"besok aku dah offline, kayaknya sekolah ku telat ga sih baru offline besok hahaa",positif
"@worstfu WKWKWKWKWKWK gua seminggu dua kali only sekolah jadi yah tiap minggu harinya ganti, gkpp bersyukur bisa offline 👍🏼",positif
konteks : sekolah offline https://t.co/eLtEDKZZg1,positif
"kapan aku sekolah offline, di php terus",positif
@tteonumochi baguss deh! aku jg baik 😁 iyaanie sekolah ku udh offline dri lama soalnya udh banyak tugas berceceran aosksjsjshsh,negatif
BESOKK KALIAN SEKOLAH OFFLINE APA ONLINE BESTIEE???,netral
"@sugga Engga, besok jadwal sekolah offline 😭",negatif
Besok kalian sekolah online or offline???,netral
"@xrjniee sekolah aku dah offline, tapi akunya udh nyaman sekolah online☹️😭",netral
"@convomfs bulan ini masih nder, nov/des udh ngak daring lagi, karna sekolah ku itu baru, jdi blum byk murid nya, jdi nya offline trs",positif
@jiiejiiema Sekolah offline jink😤,negatif
"@desperadroo No offense … tnya aja, apakah ini efek anak2 sekolah offline yg ga taat prokes? Srba slh sbg ortu lbh enak anak ke sekolah, tp disekolah anaknya pd buka masker colek2an ingus",positif
"keseringan sekolah online, besok dah mulai sekolah offline tiap hari 😭😃👍 gk tiap hari juga sih",positif
"run run besok senin 🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️
btw pada sekolah offline gaa? 🙀🙀",netral
Besok senin sekolah offline huaaa,negatif
"Staff aku biasanya bebudak cuti sem atau lepas spm.

so member sekolah diorang kerap la dtg. so bila aku serve dengan ramahnya, muncullah beberapa soalan belakang aku.

""manager kau gay ke?""

kau mintak topup ngan aku, aku cakap offline",netral
Aku capek sekolah offline..,negatif
"bingung, kalo sekolah offline enak si bisa paham materinya karena dijelasin langsung, tapi kalo online belajarnya bisa sambil duduk, rebahan, mau gaya apapun ya gapapa soalnya ga oncam👍 https://t.co/ujvn6B2Zoj",positif
"@BTS_twt Hai kak Yoon, aku kembali:) Aku lagi badmood banget gara2 tugas sekolah yang susah nya minta ampun, jadi males ke skolah nya juga, kalo tugas belum di kerjain tuh suka kepikiran terus, ada masalah lain juga yang bikin aku males sekolah offline, ya karena aku baru masuk SMK sama",negatif
@convomf Lebih suka sekolah online atau offline??,netral
aeh yang offline live stream tu time sekolah la weh😓😓😓😓,netral
besok sekolah offline plis akdgsksgsjs,positif
"besok harusnya aku sekolah offline, tapi malah diliburin😭",positif
besok sekolah offline :),positif
ya allah besok sekolah offline,positif
besok ak sekolah offline,positif
@liflousm IHH SAMAKK mana kalo sekolah offline gupek trus takut ada yg kelupaan,negatif
WOI BESOK SEKOLAH OFFLINE ANJIRT GMN INI,negatif
males sekolah offline tp pgn ktmu temen,negatif
"kapan weyy sekolah offline gaada shift""an???😩 gw pengen ngehapus semua materi,e-book, ama foto"" pelajaran yg di hp",positif
"@armyfess_ coronces nder. jadinya online, kan muridnya banyak jadi gak bisa ngatur semua kayak sekolah offline. gini deh hasilnya",netral
AAAA BESOK GILIRAN GW SEKOLAH OFFLINE,negatif
