tweet_bersih,label_sentimen
masuk sekolah offline,0
iya kak expo universitas bimbel jadwal sekolah expo offline sekolah join zoom,0
dua daring ringan materi kepala cari materi ajar offline berat materi masuk otak capek pulang sekolah muka pucet,0
sekolah daring offline,0
untung daring offline korban bullyan fan mu sekolah,-1
hai moots sekolahkuliah offline kampus praktikum,0
sekolah offline,1
sekolah offline jam berangkat jam bangunlagi bisa bangun jam tidur lagihadeh tolol banget dhuntung lambat,-1
malas banget sekolah offline,-1
christyjkt sekolah offline tinggal bus sekolah,0
nggasoalnya jawalnya sekolah offline,1
pagi semuaaaku sekolah offline todaykalian gmndaringoffline,0
kesini malas sekolah offline anjing,-1
saya sekolah offline,1
sekolah offline,1
fr sekolah saya banget anyink dibotakin lebih baik offline,1
sekolah offline daring adab,1
dengar sekolah offline langsung tenang hati,-1
oi sekolah offline yyy wkwk,1
sekolah but offline,-1
close siangg sekolah offline,-1
offline semangat sekolah offline,1
campur kayak sekolah minggu kali offline sesuai jadwal campur daring mata ajar rasa juru kayak pkn sunda offline fokus mata ajar kayak matematika mata ajar juru,1
jadwal bestie sekolah offline asyik,1
kapann sekolah offline,1
gilir daring offline pas offline daring sekolah yuk yuk,0
sekolah offline,1
sekolah offline day jam kosong,1
tanyarl risih teman bicara konteks sekolah adakan giat giat beda murid pilih acara wajib offline sekolah daring,0
sekolah daring offline by the way sarap,0
sekolah daring offline by the way sarap,0
sekolah offline tugas video another level of pain,-1
sekolah offline daring,0
sekolah offline daring,0
banget anjing nolep gpunya teman seko sekolah offline pusing banget jujur,-1
semangat guru letak hadir murid sekolah sehapalagi semenjak pandemi paksa sekolah daring perlahan offline semangat ajar langsung lipat ganda ku,1
sekolah offlineonline,0
sekolah offline seru bayangkann,-1
moga sekolah offline,1
hlow sekolah offline semangat,1
offline daring sekolah e nanti saya bantu alas tau offline,0
p the sekolah offline,0
sekolah offline aaaaaa kali kelas tertawa pamer,1
agree jujur sekolah offline enak saya,-1
sekolah daring offline,0
sekolah offline sakit jdinya daring,-1
eh sekolah offline jam,0
kamu sekolah offline daring,0
sekolah offline tarik oh,-1
semangat ptm sekolah offline sesi siang,1
mootssss sekolah daring offline,0
sekolah offline,1
sekolah offline panas,-1
oh besok sekolah offline semangat sekolah,1
sekolah offline guru moga jam kosong wkwk,1
bangun sekolah offline,-1
tanggal desember bangtan konser offline saya sekolah offline tai,-1
sekolah daring offline,0
morningdari sekolah offline,1
dyaz sarap sekolah offline have a nice day too dyaz,1
sekolah offline kah,0
class meet offline po korban lomba po lomba class meet sekolah ku sekolah iya sayang,0
kali sekolah offline,1
sekolah daring offline by the way sarap,0
lxyc sekolah daring offline by the way sarap,0
sekolah daring offline by the way sarap,0
sekolah daring offline by the way sarap,0
pagiii sekolah offline semangat,1
sekolah daring offline by the way sarap,0
sekolah daring offline by the way sarap,0
mndhs kesekolahh kim sekolah offline daring paman,0
haloo rinn aksksusjsns allah kabarnyaaa dhh sarap lummm sekolah daring offline kuliah kerja apa semangat rinnn,0
rina hyonk kamu sekolah offline,0
malas sekolah offline kayak orang,-1
semangat banget sekolah offline,1
sekolah offlineonline,0
anjing besok sekolah offline,-1
sch malas banget senin sekolah offline,-1
semangat sekolah offline adik,1
ajar jarak jauh semangat sekolah offline,1
agy sekolah offline,1
malas malesan lebih baik bdr dim rasa jenuh seru lebih baik sekolah offline,1
aaaaa sekolah offline,1
iya kuat nek sekolah offline,-1
sekolah offline pulang jam,0
sekolah offlineonline,0
selamat pagi sekolah offline aduh,-1
offline sekolah siang,1
punyaa jaman sekolah offline make lagu alarm,1
sekolah offline guru ganteng tukang ayam bakar,1
pagiii semangat sekolah offline deg deg an,1
iya saya sekolah offline,1
pagiiii sekolah offline degan banget plisss,-1
aw sekolah offline,-1
pagi moots sekolah offline semangat daring tidur,1
unty morining kak fen sekolah offline,1
pagiii sekolah offline semangat,1
sekolah offline kak pulang jam les jam wahwah,-1
semangat sekolah offline,1
first time sekolah offline jujur asyik kakel,-1
sekolah daring ingin offline pas kasih offline malas malesan dasar,-1
iya saya minggu les sekolah offline isi,0
beli sekolah offline,1
sekolah offline,1
sekolah offline batal saya capek banget anjing offline ngabisin bensin kuota,-1
pagi moots by the way sekolah offlineonline semangat,0
struggle kira daring offline enak bangun jam tau berangkat sekolah wkwk balik imbang,0
sekolah offline,0
good pagi sekolah kelas offline kenal kelas pain,1
sekolah offline,0
sekolah offline,1
sekolah offline,1
yusuf mansyur too sekolah offline pts saya,1
sekolah offline,1
sekolah offline,1
ih teman teman sekolah offline keren,1
sekolah offline,0
adik jiwa malesnya sekolah offline hiks paksa lawan main fisik,-1
sekolah offline,0
malas malesan sekolah offline,-1
pagi teman sekolah offline,1
good pagi moots sekolah offline hdue pusing gara gara bawa flu by the way lupa makan,-1
iya allah lupa jam offline mau apa sekolah ku rumah oke mandi,0
selamat saya sekolah offline doa iya moga guru tagih tugas,-1
wish me luck sekolah offline saya kenal,-1
oh adik saya jaksel sekolah offline,1
huaa moga cepat sekolah offline,1
syukur sekolah offline,-1
schdkfks sekolah offline,1
sch kangen sekolah offline sesi sesi an trivia rumus harga imbang pasar qdqs,1
sch teman teman pas sekolah offline hilang barang sharing dong trivia stratifikasi bagi stratifikasi buka tutup campur,0
sekolah offline,0
anjing masuk minggu sekolah offline,-1
adik sekolah offline owowoow takut sekolah offline handphone ku selesai,-1
unty pagi sekolah offline,1
sekolah offline and do know pren saya lupa make dasi ueueue,-1
salamat pagisemangat sekolah offlineyang semangat,1
masuk sekolah offline hiksssrothh malas,-1
malas gerak banget sekolah offline,-1
sekolah offline daring,0
sekolah offline lupaa sarap,1
sekolah offlineonline,0
ow hore sekolah offline,1
sekolah offline hore,1
sumpah saya malas sekolah offline,-1
sekolah offline,1
antuk sekolah offline,-1
sekolah offline,1
sekolah offline adik adik,1
saya sekolah offline taejin live semangat,1
pagi selamat saya on the way sekolah offline hufttt,-1
ah shitt sesal banget sekolah offline enak sekolah daring,-1
aduh sekolah offline,-1
bye bestie sekolah offline,1
tidak sekolah offline pagi,-1
sch sekolah offline jadwal ajar ganti ganti diumumin jadwal baru h harijam,0
uh rumah biasa interaksi orang keluarga rumah moga sekolah offline buruk takut banget tolong,-1
tidurrr perkara saya sekolah offline tugas ekonomi tuntassss syalann battttt,-1
sekolah daring offline,0
enak sekolah offline meeting daring,1
saya selesai jam deh pagi saya sekolah offline,-1
sekolah offline,1
class i sekolah offline but i grup a sok this week study je kot,-1
besok sekolah offline saya henti salah tingkah crush saya kelas besok ajak obrol bicara tertawa,1
pas sekolah offline tidur,0
besok sekolah offline gabiss tidur,0
tidur saya oh saya habis minum kopi besok sekolah offline siang lucu,-1
sekolah offline jam tidur ku langsung rapi banget,1
besok masuk sekolah offline moga pulang sekolah pas buka twitter langsung selamat amin,1
hai habis gratis sms kabar jumpa maksud apa heran bicara gratis sms gacukup hari gratis telpon jam sekolah offline,0
lihat jadwal sekolah offline senin pulang jam siang aaaaa,-1
sekolah offline butuh,0
malas sekolah offline iya,-1
jarang pakai gerak cepat offline kumpul sekolah,1
besok sekolah offline seragam saya ember alias air rendam,0
pakai google classroom nder alias sekolah full offline,1
h sekolah offline,0
bayang sekolah offline nasib fan mu sekolah besok senin,-1
besok sekolah offline kumpul lanjur pagi,-1
habis sekolah offline jujur saya benar pakai sesi an saya mental minggu,-1
besok saya sekolah offline malas,-1
besok saya sekolah offline malas gerak banget,-1
omgg besok sekolah offline,-1
lebih baik tidur besok pagi sekolah offline antuk antuk kelas,-1
sekolah offline vaksin here we go,-1
ra bayangke dadi rafi rabbanisesok sekolah offline andang ece koncone,1
tidur besok sekolah offline,1
sadar besok saya sekolah offline aaaa,-1
tanyarl besok sekolah offline huhu mandi pagi sender besok apalan kimia,-1
besok saya sekolah offline,1
sumpah sekolah offline stres,-1
fisika fuck banget erti guru masuk minggu ngejelasinnya detail eh kasih ulang anjing sekolah offline kit heart kali nilai rendah,-1
eh laaahh malas banget sekolah offline saya semangat,-1
oh iya besok sekolah offline teel sepi banget,1
sekolah offline,1
jam gin degdegan ngehadapin senin besok pikir pikir sekolah daring santai mandi mandi sarap tinggal dapur bawa kamar jam potong pas jaman offline,-1
guru gjls jadwal jam gin besok sekolah offline,-1
umm teman besok pertama sekolah offline murid belum teman cheer me up takut banget teman,-1
arus gede banget busett heran bakar kabel parallel tengah hilang coba untung coba offline hangus sekolah,0
kerja daring minor kelas offline kerja offline langsung bentrok sekolah tugas les,0
malam saya coba ambil tidur pas pagi langsung sekolah offline,-1
members kak besok sekolah offline,-1
pas sekolah offline,1
lucu banget lihat anak remaja exciting besok sekolah offline,1
wkwkkwkwwk nolep banget saya sekolah offline,1
sekolah anya lucu banget offline bulan,1
miskin sekolah offline uang jajan wkwk,-1
sekolah offline malas bangun pagi,-1
besok sekolah daring offline,0
besok sekolah offline,-1
ngespace yuk eh besok sekolah offline sekolah offline wkwk,-1
besok sekolah offline foto ijazah deh jadwal foto ijazah pagi muka ubah ladang minyak,1
tidur besok sekolah offline,1
besok adik sekolah offline,0
hai besok sekolah offline orang daring,0
besok sekolah offline mules rn,1
pas offline bangun tidur ku mandi daring bangun tidur langsung sekolah,0
ngedudel besok stres sekolah offline deadline commission,-1
pagi bantu masak tahlil mama ayah siang zoom angkat jemur sapu ngepel sore pergi nobat pas pulang tonton bareng bantu beres beres rumah nenek besok pagi cuci baju gunung adik besok sekolah offline,1
official besok sekolah offline,1
via cerita iya iya cepat dahlahhh ah gaseru anjing lambat bingung curhat nct kayak enakkkk pas sekolah offline cerita sambung chairmate mianhae via,1
besok sekolah offline,1
semangat fayy besok sekolah offline kyu titip salam kangen,1
sekolah offline paling capek punggung capek pikir layar capek olahraga pacar antuk kayak bangun kasur tenaga mata berat banget tidur,-1
besok sekolah offline,1
maless banget besok saya sekolah offline,-1
by the way besok sekolah offline,1
pas sekolah ke minggu subsidi uang jajan sekolah ke tertawa kuliah offline bulan moga pas offline subsidi uang jajan minggu ke kuota ke,0
tertawa minggu kemarin offline plus sabtu ekskul capek banget lupa sekolah offline,-1
besok gilir saya sekolah offline tugas minggu selesai saya ngantukann point nomor,0
kangen sekolah offline kayak sakit tryout akbar sekolah tertawa,1
besok sekolah offline,1
sekolah offline selang seling,0
sekolah offline,1
sekolah orang kuliah offline,0
anjing besok sekolah offline ajggg,-1
saya besok sekolah daring dar minggu doang saya offline,0
saya tidur duluaan moots besok sekolah offline bangun pagi good night mootss,1
sp besok sekolah offline cung,1
alhamdulillah semenjak sekolah offline rumah scroll lini tertawa,1
maksud sekolah rumah sekolahttp offline nomer daring masuk kuping kanan kuping kiri blmmm foto amuro pakai baju kid anime manga dc rilis volume,1
beli daring streaming mulai jumat jam jam jam sekolah sekolah kena jadwal offline hadu,-1
prefer sekolah daring offline,0
sekolah daring offline enak acara,0
besok saya sekolah offline,1
aduh offline malas gerak banget saya besok sekolah ih,-1
iya sekolah offline,1
sekolah offline bestie daring,-1
suka sekolah offlineonline,0
sekolah offline ulang daring,1
harap sekolah offline semangat ajar malak duit orang tua,1
capek banget buset sekolahkuliah offline ketemu terbit benam matahari,-1
besok offline kayak sekolah ku lambat offline besok tertawa,1
wkwkwkwkwkwk saya minggu kali only sekolah minggu hari ganti gkpp syukur offline,1
konteks sekolah offline,0
sekolah offline php,1
bagus deh iyaanie sekolah ku offline tugas cecer aosksjsjshsh,-1
besokk sekolah offline daring bestiee,0
besok jadwal sekolah offline,-1
besok sekolah daring orang offline,0
sekolah offline aku nyaman sekolah daring,-1
nder novdes daring sekolah ku murid offline,1
sekolah offline anjing,-1
no offense efek anak sekolah offline taat prokes srba salah orang tua enak anak sekolah seko anak buka masker colek ingus,-1
sering sekolah daring besok sekolah offline,1
run run besok senin by the way sekolah offline,0
besok senin sekolah offline huaaa,-1
staf bebudak cuti sem lepas spm sok member sekolah orang kerap sok serve ramah muncul soal manajer gay mintak top up juragan cakap offline,0
capek sekolah offline,-1
bingung sekolah offline enak paham materi dijelasin langsung daring ajar duduk rebah gaya apa oncam,1
twit hai kak yoon badmood banget gara tugas sekolah susah ampun malas sekolah tugas kerjain suka pikir malas sekolah offline masuk sekolah tengah juru,-1
suka sekolah daring offline,0
aeh offline live stream time sekolah weh,0
besok sekolah offline tolong akdgsksgsjs,1
besok sekolah offline diliburin,1
besok sekolah offline,1
allah besok sekolah offline,-1
besok sekolah offline,1
ih samakk sekolah offline gupek takut lupa,-1
woi besok sekolah offline anjirt,-1
malas sekolah offline ketemu teman,-1
weyy sekolah offline shiftan saya ngehapus materiebook foto ajar handphone,1
coronces nder daring murid atur kayak sekolah offline deh hasil,0
aaaa besok gilir saya sekolah offline,-1
keren sekolah hybrid daring offline ajar efektif,-1
bes masuk sekolah offline rambut warnain marah kaget pas masuk guru marah suruh ganti warna hitam,1
wkwk besok saya sekolah offline,1
alhamdulillah semenjak sekolah offline kuota sedia,1
gueee besok sekolah offline malas,-1
besok sekolah offline,0
twit jimin takut banget sekolah offline besok,-1
nggaaa besok sekolah wawancara offline terima kasih lt,1
anak sekolah offline,1
iya anjing saya sekolah offline,-1
besok sekolah offline daring,0
besok sekolah offline anjing,-1
sekolah offline ulang daring,0
senin besok sekolah offline,0
pagi sekolah offline sore lanjut daring,-1
sekolahoffline sekolah offline,1
gara izin offline moga sekolah saya offline sem,1
besok senin saya sekolah offline,-1
aaaaaaargh pas empat ptd on stage sekolah offline,-1
moga lekas sembuh inten offline sekolah offline,-1
bts untung besok saya offline offline saya sekolah linglung,-1
ponakan saya masuk sekolah offline oh my god,1
waaaa besok sekolah offline,1
saya rasa sekolah offline,0
senang streaming offline konser sekolah hai ampun menang,-1
sekolah offline tugas saya numpukkkkkkkkkkkkkkk,-1
saya senang banget besok sekolah offline wkwk kali kelas masuk kelas misah,1
besok sekolah offline sial,-1
allahaku sekolah offline pas ajar matematika,-1
semangattt chryss enak kokk sekolah offline,1
suka ajar suka nyatat suka interaksi guru pas sekolah offline ahli khusus nder skill dangkal general banget menurt kuliah spya temu spesialisasi bidang cocok,1
besok sekolah offline daring,0
besok sekolah roster kimia pku pjok anjayyy saya karya apa pku besok saya sekolah offline saya lanjur nyaman sekolah daring,-1
kali tugas offline sekolah minggu abadi,0
full sekolah offline by the way malam,-1
besok senin hwaaa besok sekolah offline tugas upacara sekolah offline daring besok,0
hai kak izin lomba daring sertifikat pakai kak bantu snm lomba offline lomba sekolah,0
besok sekolah offline,1
besok sekolah offline,0
besok sekolah offline,1
zaman handphone mahal jaring lambat buka google warung internet saya sekolah offline jam jam saya pulang sekolah warung internet alas saya lucu tonton televisi baca koran majalah buku buka google,1
besok sekolah offline,1
besok sekolah offline hufttt dunia kejam,-1
tas ransel sekolah offline,0
pas sekolah offline kadang suka kasihan gara gara suka hotspot,0
besok sekolah onlineoffline,0
sekolah offline kali minggu kali minggu ikhlas hati,1
besok sekolah offline,1
sekolah offline cok,-1
kayak sekolah saya offline gagal melulu anjing astagfirullah,1
besok sekolah offline,1
bosan pas offline an sekolah minggu bosan nge twit,-1
besok sekolah offline,-1
eh aduh besok sekolah offline,-1
ice sekolah offline nugas siang siang kelar sore malam tidur cepat jam tidur,1
masuk buku hs mabuk bolos mata ajar sekolah offline,-1
besok sekolah offline lubuk hati malas banget heyyeheje soalnyaaaa beda sesi teman deketku takut anak pendiem dighibahin alea anak cupu banget,-1
sekolah offline istirahat,0
pasang mahasiswa sekolah offline saya ingat jagaa mahasiswa jatah katingborgol ilanggg ikhlas tinggal wkwk overthinking guysss,1
sekolah daring offline anjing tugas,-1
hati hati mahasiswa masuk kuliah sekolah offline kakak tingkat saing tahan tikung wkwk,1
sibuk banget parah sekolah offline,-1
besok first day saya sekolah offline,-1
saya takut sekolah offline help,-1
sekolah offline,1
fess sekolah offline doang daring,1
schapp wtp teman sender senin besok sekolah offline trivia hambat jenis kawat alami ubah suhu ubah hambat listrik alami ubah suhu ubah,1
iya by the way senin pad sekolah offline kampus saya kemarin kayak sebal senin,-1
laku mingdep sekolah offlineya jadwal operasi ahwhwhwhwh,1
besok senin besok senin sekolah offline aaaaak,-1
wkwk kak dyn jompo akibat sekolah offline mogu lucu banget kayak nama kucing tetangga ku,-1
saya sekolah offline,-1
besok sekolah offline nihkalian daring offline,0
oh my god besok sekolah offline,1
saya sekolah offline anjing,-1
besok sekolah offline,1
sekolah offline teman saya sg pacar saya pelukhassun,1
mari lihat concert lupa sekolah offline besok,0
saya sepatu sekolah besok sekolah offline,-1
sekolah offline capek,-1
sekolah offline,0
prefer sekolahkuliah daring offline sebut alas,0
handphone saya ganti retak parah memori nampung pas banget sekolah offline tugas video uprak beli,0
besok sekolah offline,1
allah hamba sekolah offline engkau meng onlinekan sekolah hamba hamba mohon allah hamba capek hamba takut,-1
pose kayak abg sekolah offline ketemu tementemennya,1
semangat sekolah offline,1
tolong besok sekolah offline,-1
hai gaiss maaf banget jarang aktif sekolah offline tugasny tambah diusahain aktif unfollow oke,-1
duit beli paket mandiri kasih uang saku kayak pas sekolah offline uang beli paket kumpul uang hasil uang saku seharihari,1
sekolahkuliahnya offline daring,0
besok sekolah offline yeahh,1
sekolah offline daerah zona merah,1
offline minggu sekolah minggu daring oke oke semangaaaat,1
besok senin saya sekolah offline,-1
ganba ucii sekolah offline sekian daring malas,-1
besok saya offline sekolah lupa allah,-1
sekolah offline daring,0
besok sekolah offline kayak besok giat ajar ajar deh acara debat pilih organisasi siswa intrasekolah oh iya doa pilih anggota organisasi siswa intrasekolah,1
besok sekolah offline uhuy sesi,1
besok sekolah offline,1
anak sekolah offline saya maish rumah jujur saya iri,1
saya sarap langsung mules pas jaman zaman sekolah offline sakit perut,0
sekolah offline pas on,1
murid tes pacar random orang tentu sekolah offline tolong moga negatif rindu uang jajan,1
maless banget besok sekolah offline,-1
sekolah offline el,0
tata sekolah offline,0
santai rebah sekolah offline,0
teman teman sekolah offline,0
saya curhat saya sekolah offline saya bingung saya masuk this anxiety bothers me saya for your information orang tua saya saya anxiety saya konsultasi halo doc,1
andai kayak sekolah offline kejar nilai iya kesan egois iya iya saya apa andai teman tertawa lucu banget dddd,0
semangat sekolah offline,1
puas baca au selagi sekolah daring offline baca au,-1
gara gara sekolah offline up,1
sekolah daring orang offline,0
sekolah offline tugas cecer anjing,-1
aaa akun uruss sibuk sekolah offline akutuu rumah langsung tidurr skskksjs,-1
anjing konteks sekolah offline serta kenang,-1
sekolah daring capek mental sekolah offline capek fisik dahla rumput,-1
kayak sekolah offline bullying gara gara bocah cilik tonton tokrev,-1
christyjkt pikir sesuatukarena rabu ulang matematikadan sekolah offlinejadi pikir strategi googlehehehe canda canda,1
semenjak saya sekolah offline asa minggu cepat banget dha minggu,0
saya benar deh banget sontek sekolah offline enak anjing sontek,1
sekolah offline,1
kangen musim hujan pas corona musim hujan pas sekolah offline,1
offline besok pas sekolah takut teman teman saya pergi geng baru tertawa,-1
besok beli handphone saya sekolah offline iwww panas banget saya gambar sekolah offline,0
please banget sekolah ku offline batas,1
sringg sekolah offline daring gapapaa,1
sekolah offline kisar an ngemall,1
sekolah sekolah offline,1
orang orang senang sekolah offline saya gemetar tidur wkwk,1
sekolah offline kadang jam bangun,1
malas sekolah offline kejar kereta doang,-1
saya ggr tanggung kayak tugas sekolah club etc pas buka genshin bawa capek daily commis puas puas main sekolah offline,-1
you kayak pas sekolah offline semenjak daring school dikasihtau rankingnya sjdjdjsjjds,0
senang kak minji sehat wkwk kemarin menang benar senang minggu sekolah offline duit ku belikan pc kevin kayak aduh kayak bahagia banget besok libur kayak senang,1
semenjak sekolah offline jam tudur saya kayak jam gin mata berat banget saya begadang oi baca au malam,-1
pakai masker plisss sekolahkuliah ayo offline sedih daring muluuk gara gara covid selesai offline anjri,1
sekolah offline full seninjumat jam guna orang aneh episode nctzen,1
salat doa ku satu kabul mual sekolah offline cerdas otak akademik non akademik benar diturutin doa pas salat subuh pas jam tugas,1
alhamdulillah kak semenjak sekolah offline susah main twit hikss,-1
kuliah cirebon offline kuliah pamit sekolah kelas tautau kuliah tertawa,0
senin offline beli sepatu sekolah,1
sekolah offline,1
sekolah offline gendut,1
allah weekendgue sekolah offline,-1
semangat sekolah offline gara gara crush wkwkwwkwk minderrr,1
assalamualaikum murid murid kelas offline guru urus kat sekolah,1
kak ell sekolah offline kah minggu saya sekolah offline,0
sekolah offline capek banget,-1
sekolah offline sibuk,-1
gelisah selasa rabu masuk sekolah offline hafal dihafalin,-1
aaaaa kak rani sekolah offline,0
min suka sekolah offline,1
gara gara libur sekolah offline minggu gapengen sekolah offline gxbsnanajsjjss nyaman rumah,-1
siapsiap sekolah offline mvs,1
diijinin sekolah kemarin jumat pramuka offline sekolah offline,1
umur banget enggak anak umur ku pas sekolah offline lihat teman dongak makan pandemi teman tahun ku,0
sekolah offline pelajarann bocan rumah,-1
aaa kangen sekolah offline,1
sekolah dasar padus pas sekolah offline kopit,1
sekolah offline suka uji daring,1
sekolah offline ulang daring,1
sekolah offline,1
jujur capek capek kayak asa gituuuu offline sekolah lanjur lulus offline,1
suka sekolah offline daring,0
senang lihat anak sekolah offline allah dunia normal,1
adaptasi virus varian harap lepas masker kayak covid harap banget sekolahkuliah offline saya ngerasanya kayak bayar kuliah masuk materi,1
tolong cptcpt sekolah offline tolong uang jajan double sisa ongkos kirim,1
seninsabtu sender sekolah offline full lt,1
jual pc beli kacamata ku sekolah offline papan tulis buram,0
korea sekolah offline sekolah breng kayak izone realita show,1
suka sekolah offline sekolah ajar kadang kasih latih pas pulang tengoktengok handphone tugas jadwal ajar jarak jauh kesal betoolllllll,-1
konteks sekolah ketemu offline,1
sekolah daring gaib offline muncul,1
panaas banget sekolah offline,-1
jahat banget jam sekolah huhu jadwal offline tt,0
sekolah offline,-1
penjara luthfi hasan ishaaq ahmadiyah cikeusik pandeglang banten jawa barat indonesia juragan jual mobil bekas toyota kijang innova diesel sekolah offline tubuh manusia unduh salah,0
orang kayak jgdulu sekolah offline guru materi lisan presentasi ikut mulut guru bicara catet otak ku cepat paham materi,1
rela sekolah offline,1
bismillah siap sekolah offline,1
sekolah offline sekolah,0
sekolah offline the best,1
saya offline capek sekolah doang kira offline tinggal di kos,-1
rl enak langsung daftar les mandarin desember uji ikut ajar sekolah tugas ganggu anw sekolah sabtu les mandarin offline terima kasih saran,1
sekolah offline sial murid saudara laki gurune,-1
sekolah daring bagi tugas sekolah daring x lipat x lipat sekolah offline kelas tugas pas kelas,0
semenjak sekolah offline jarang aktif twitter hshsh,-1
min wishlist bgadang kantong mata hitam sekolah offline pakai masker jidat belang wkwk wishlist somethinc holyshield sunscreen comfort corrector serum spf somethinc game changer tripeptide eye concentrate gel,0
aduh besok senin sekolah offline sekolah yoyakarta dom ku klaten nglaju deh,-1
sekolah offline mari babu sekolah,0
sekolah offline biasa ajar,1
yrl informasi kerja daerah sidoarjo jawa timur offline bu banget bantu orang tua by the way sekolah,0
live lapor sekolah bina program kerja sekolah bina offline sekolah dasar negeri kedungbanteng tema lawan covid gera divisi abdi masyarakat hima kbmkm unsoed,0
too niel sksksk sekolah offline,1
kii sabar sekolah daring offline,0
guru nyeremin takut mindep sekolah offline,-1
sekolah offline egk mniezz,0
sekolah offline,1
sarap mandi sekolah offline lupa,0
tuhan besok sekolah agama offline presentasi,-1
zona hijau moga dom sekolah offline,1
san pulang sekolah ajar offline,0
malas banget sekolah offline,-1
banget sekolah offline sarap perut enak makan jam an istirahat,0
