"username","tweet","label_sentimen"
"bviscuits","Gue dilemma banget anjir, mau sekolah apa ikut liburan 😭 kalau offline bakalan nyampe agustus baru balik, sedangkan kalau liburan dari akhir juni ampe juli. Tapi kalau sampeee visa student gue belum kelar ampe orang rumah berangkat liburan, beneran gue nangis banget nyesek","-1"
"4gracez","HAH BIASANYA SETIAP MINGGU DI KASIH UANG JAJAN, SEKARANG???? LUPA APA GIMANA, KLO GINI MAH GA MAU SEKOLAH OFFLINE","-1"
"googiegles","ini di sekolah surabaya anak kelas 9 pada graduate offline semua. SEKOLAH KU KNP ONLINE SIH ANJRIT GEMES BANGET.","0"
"uarmyva","@armyfess_ skrg?? banyak yg sekolah udh offline, kerja jg, kuliah, army pasti streaming tp mereka jg ada kegiatan lain kan?? dulu pas di rumah wfh, sekolah daring pasti waktu lebih banyak jd streaming jg lebih banyak naik. kurang2in dah ngirim menfess gini, malah terkesan jatuhin semangat","1"
"n0pelaff","@RazorRz783 @cicamatcha sama sama mas, tiap keluar jangan lupa juga buat selalu pake sunscreen😃 iyaa pasti rasanya ga pede banget, aku kalo sekolah offline juga kalo udah panas2an dikit belang banget bikin minder","-1"
"ayamgrgtzuchi","Pelaksanaan lomba Hardiknas secara luring atau tatap muka dilakukan di sekolah Cinta Kasih Tzu Chi. Dengan berbagai macam lomba, diantaranya: cerdas cermat, debat, menyanyi #HardiknasTzuChi","1"
"Tayo21916098","Nahh #WaspadaCacarMonyet ini konspirasi apalagi weh abis covid terbitlah cacar monyet yang gejalanya 11 12 huhuhu aku mau sekolah offline weh udah capek ngang ngong ngang ngong, ett tapi tetep waspada ya gengs jangan sampe kecolongan lagi","-1"
"teupoca","km gak pinter = gaboleh wisuda offline WKWKWWK sekolah gajelas","-1"
"FerryF013","@A_ChristyJKT48 jadi gimana hari senin sekolah offline ada upacara gak?...tapi sekolah gak seru kalo kantinnya gak buka hehehehe semangat have a nice day ka ci christy","1"
"itsbeautyfess","Dear! Saran cara ngehilangin belang dong, semenjak sekolah offline, mukaku belang banget😭😭 bingung gimana cara ngatasinnya 😭","-1"
"Gulaleee","Seneng banget sekolah udah offline. Banyak jajanaaaaaan","1"
"rinaevinSp","Kita semua harus #WaspadaCacarMonyet ini konspirasi apalagi weh abis corona terbitlah cacar monyet yang gejalanya 11 12 huhuhu aku mau sekolah offline weh udah capek ngang ngong ngang ngong, ett tapi tetep waspada ya gengs jangan sampe kecolongan lagi","-1"
"yeahitsfive","@A_ChristyJKT48 Enggak. Soalnya sy full sekolah offline","1"
"IndraMahardhany","@Kemdikbud_RI Anak-anak kapan sekolah tatap muka kembali min. Mau sampai kapan online  begini???!","0"
"pixiegyu13","@beowmgyu Dulu aku gini waktu sekolah offline karena emang panas banget tp skrng ya kalo mau aja wkwk","0"
"nugrohoadiutomo","@FirstMediaCares halo FM saya mau berhenti berlangganan dari first media, karena saat ini kami sudah tidak memerlukan koneksi internet di rumah dan sekolah sudah kembali offline..

Mohon bantuannya ya FM. Terimakasih","0"
"taeatery","sekolah gue baik bgt lu sekolah full offline tapi PAT full online dari rumah 😃😄","1"
"elnaka_","alhamdulilah dapet kebahagiaan dri nomin stelah dpet kbar buruk PAS offline di sekolah","-1"
"loveseungm0o","@gcyhyaa bilangin sekolah temen gue drad kaga ada wisuda offline ☺☺","0"
"meoirva","@tanyakanrl Tapi kayaknya sekolah gabisa ngizinin kamu buat ga ujian di sekolah dengan alasan 'izin' deh, kecuali kalo sakit, mungkin ada ujian susulan ya ntar. 
Lagi pula, ujian offline butuh pengawasan langsung kan, kalo semisal kamu tetep ujian di perjalanan, kan gaadil buat yg lain?","0"
"BayuAmanah","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/7yQrcAUIR4 Puan Peduli Wong Cilik","1"
"doyanmanggis","Knp sekolah udh mulai full tatap muka sih😭💔","-1"
"difamuh14","@subschfess Jualann sih, kek makanan makanan ringan gituu, kek cimol lah atau piscok lah, offline sih, tapi mayan tauu, aku liat temen soalnya, dan selalu laku, mungkin tiap daerah bisa nyesuain jajanan yang cocok buat di sekolah nya","0"
"BuluJambu","Nightmare asu. Nggak deh nggak boleh naik lagi plis mau sekolah 100% tatap muka, mau buka kantin sekolah, mau naik kereta tanpa swab, mauu......hiling lagi 👉👈😟 https://t.co/2WGgp8lrr1","1"
"LyberMarampa","@detikcom Sekolah kan harusnya memberi solusi kan ya.. Kalo mereka nggak punya Hape harusnya dijadwal untuk tatap muka kan nggak banyak juga muridnya yg nggak punya fasilitas seperti Hape... Contohnya di Desa-desa yg nggak punya hape ortunya, dikunjungi oleh Gurunya ya tentu dgn Prokes..","1"
"cicisacici","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/LjQYeRbnSx","1"
"haolahope","Semenjak sekolah offline tiap hari, tidur siang adalah waktu yang berharga :')","1"
"RadioMercuBuana","Rekan Buana! Sadar ga sih kalo jalanan udah semakin penuh dari biasanya nih Rekan Buana 🤔 Mulai dari kendaraan pribadi sampai ke transportasi umum! 😃 Hal ini dikarenakan udah banyak anak sekolah yang belajar offline loh 🤩✨ Jadi flashback nih Rara dan Caca di #HappyMorning","1"
"Ibrpayne","@hanflawerr betul,  SMA seru sebenarnya, banyak kegiatan, untung pas aku kelas 12 ngerasain sekolah offline dari awal semester sampe akhir wisuda,  ada acara pensi juga,  yang mana itu seru banget kalau ada enggak covid huhu","1"
"ffaurytale","kalian masih online apa suda offline sekolah atau kuliahnya?","0"
"lmlimdaniel","changkyun stan yang lg kbm tatap muka semoga ga kesurupan karena ketempelan jin sekolah","-1"
"tanyakanrl","💚 yg sekolah, kalian besok upacaranya offline/online?","0"
"wkwkwasa","@Aintmonsieur Masih pkl kaga ada pelajaran 🚶🏻🚶🏻 besok tanggal 8 PAT offline di sekolah","1"
"tiana_bubur","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/0Pzyi8G4xA Puan Peduli Wong Cilik","1"
"httpstudyi","@schfess Di sekolah aku katanya bakalan ada wisuda nder gatau online gatau offline","0"
"markxsh1","Buat kalian yang masih sering keluar buat kerja, sekolah, atau kuliah offline jangan lupa buat selalu pakai masker ya #TetapSehatPakaiMasker  #LawanHepatitis https://t.co/XoVnjH904S","1"
"voidotid","Protokol kesehatan (prokes) tetap dilaksanakan selama pembelajaran tatap muka (PTM) penuh di sejumlah sekolah di Kota Mataram. https://t.co/k03uqoiY8U","1"
"tataeekim","@naioow offline tapi online wkwkwk jadi di sekolah, tapi pake hp :[","0"
"darkhorseyoshi","@edwardkwoon eh tapi aku sekolah offline 🫠","1"
"hyunsukstype","@hrutoaw tp sekolah nya si dah offline cuma ujian doang","1"
"Tuelicps","@chemiolle HUHU MAKASII, SEMANGAT JUGAA YOBIEN! takut banget besok ujian kenaikannya offline di sekolah.. 2 TAHUN UJIANNYA ONLINE SOALNYA 😔😔","-1"
"L0VINGSANGWON","@AREAJULID Ga ada kantin di sekolah dulu pas masi offline, yang jualan depan sekolah pun ga ada kalo pun ada ga bakal dibolehin sama mama. Sekolah sekarang ada kantin tapi tutup karna c word","0"
"chelseaariani","@Hilmi28 Yg penting jangan ada PEMAKSAAN pak,jangan rakyat diuber2 kerumah,dirazia dijalanan,anak2 kita juga di buru disekolah !!
Di intimidasi oleh guru,diancam ndk boleh sekolah tatap muka dll,yg mau sehat dengan vaksin silahkan tapi bagi yg mau sehat secara alami jangan ada pemaksaan !","-1"
"bayubagaskara16","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/LiMiJpAXzd Kader PDIP Bersama Puan","1"
"arshel_official","@A_ChristyJKT48 open joki sekolah offline, dm aja 😌","0"
"httpstudyi","@schfess Engga ko nder, sebenarnya gimana lingkungan pergaulan kamu nya. Yang penting selama sma jangan cari masalah hshsh. Tapi emang seru ko apalagi kalo sekolah offline.","1"
"dnrlftw","Aroma2 anak sekolah ga jadi offline deh https://t.co/22GWaM4MfL","-1"
"Meowiiee2_","@Jokitugsfess dah banyak yg libur semester dan anak sekolah banyak yg offline :"")","1"
"AkmalNr27","Good night @A_ChristyJKT48 
Rest well.. besok senin, hari ini maksudnya
Harus bangun pagi udah sekolah offline kan?, upacara wkwk
Met bobo ya..🥱 https://t.co/hEGIvy976Z","1"
"kazbrekqer","tokbuk langgananku kalo beli lewat online :"") dulu kalo offline sering kesana buat beli buku sekolah https://t.co/NKzWtTWY8H","0"
"raini_sr","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/P62IXdLpzS Puan Peduli Wong Cilik","1"
"Jasa_tulis_edit","@AREAJULID Hai gais!!🥰 siapa nih yg selama sekolah offline dpt tugas banyak bgt? kami menawarkan jasa joki tugas nih! kami menawarkan beberapa pilihan joki yang dapat meringankan tugas teman-teman🥰 

mau nanya2 dulu? boleh bgt! Silahkan kunjungi website kami
📌https://t.co/KScE1assAp📌 https://t.co/P1gnKXDsj3","-1"
"SunBear0600","@schfess Aku!! US kemarin pake kertas dan itu ujian offline pertama kali setelah sekian lama. Aku juga termasuk orang yg lebih paham sekolah offline, sem 6 kan udah mulai ptm, alhasil lebih paham. Buktinya rata"" raport sem6 tertinggi wkwkwk","1"
"rindoumie","anjink ""murid2 yg membutuhkan perhatian khusus akan sekolah offline"" bye","-1"
"thvmytiger","haha anjrit cokkk, semenjak sekolah sm kuliahan udh masuk full tatap muka solo jd macettt anjirrr, baru kali ini malem minggu semacet ini cokk😭, td niatnya mau ke pasar malem kan, kirain ga macet, ternyata pas baru masuk gerbang kraton udh macetnya dr situ😭 dan akhirnya nyerah","-1"
"adleyvg","@schfess pernah banget, ini gara gara pandemi trs kan dulu sempet ky uji coba gitu nah takutt bgt waktu mau berangkat sampe keringet dingin segala macem trs akhirnya online lg lamaa sampe masuk ke sekolah baru kan trs baru offline kambuh lg panik tiap mau sekolah, tp sekarang udh biasa","-1"
"sigit_wicaks","@jentayuu_ @DeviCahyani13 @khusnasani kalo setau saya ppg prajabatan nanti sistem nya kuliah offline, jadi akan bentrok jam nya dengan jam mengajar di sekolah ..","-1"
"kesyngankuu","@collegemenfess iyapp sama. smstr depan udh boleh offline. nii aku bener"" terakhir sekolah di ruang kelas tuh sma tingkat akhir, terus dilanjut tingkat akhir di bangku kuliahh, luluss dehh 😭😭

kykk kemarin tuh sebenernya lagi hibernasi dan besok baru mau lanjut lagi buat nyiapin masa kelulusan","1"
"criseIIa","menurutku tugas waktu sekolah online lebih dikit deh perasaan dibanding waktu offline 😭 sekolah aneh emang","-1"
"naiistuds","@schfess i feel u nderr, kalo kata sahabatku sih niatin aja sekolah buat dapetin ilmuu. masalah nilai tinggal kita usaha sebisa mungkin &amp; doaa. lagian biar udah kebiasa klo nanti ujian offline n pas kuliah ngga nyontekk trs berkah nilainyaa 👍👍","1"
"jastairvine","@kherinMGS Iya aku pas awal2 nganter anak sekolah offline, sampe nangis di jalan dong.","-1"
"StevanyD","Setiap pagi mas, apalagi sejak al azhar masuk sekolah offline. Muaceeeet pol https://t.co/ZXDHidlUI9","-1"
"haruysl","ini yg pd PAT offline kh? pke kertas? atw daring di sekolah?","0"
"royalsjen20","@anxvyyr lh iyakan ya, bawaan diri 😭
anw berarti lu mau kls 3 kan huhu? semangat dh ya sekolah offline nya wkwkwk","1"
"Njmltfamam10_","@asumsico Udahlah ,gua pengen sekolah offline pengen ngerasain yang namanya bener bener sekolah","1"
"miausuya","moots boleh minta doanya gak bisr besok bstuk dan flu ku ilang :( soalnya rabu kepengen sekolah offline..","1"
"soonweo","bayangin lo sekolah 2 tahun online tb tb PATnya offline alias ntar ngang ngong ngang ngong😊","-1"
"jawapos","Dindik Kota Madiun Izinkan 10 Sekolah Buka PPDB Offline https://t.co/zUpK2iNPbh","1"
"yhnarcityx","Dulu waktu sekolah online masih dengerin, tapi pas offline engga https://t.co/gOi1Zg1ld6","0"
"wonyokecil","@JlNGGALA ALA JANGAN BONGKAR IDENTITAS ACIL DONG!!! 😵‍💫 ah tapi kalau online malas banget sekolah 😑☝🏻 (maaf sekolah) kalau offline baru mau &lt;3___&lt;3 tapi sedih banget kalau graduation pas pandemi!! gak ada farewell.. biasanya kan suka pergi keluar kota gak sih!! 😔","1"
"QVARTARARO","kebutuhan kelas 12; buku UTBK, les online/offline, try out, yearbook, purnawiyata (krn udh lebih bebas), yg lain tergantung sekolah masing-masing","0"
"mabduhtuasikal","Di samping ada produk-produk pengusaha muslim yang dipamerkan, ada info sekolah sunnah, juga ada talkshow dan bedah buku.

Sayang nih kalau tidak dihadiri. Apalagi #BirojodohRumaysho saat pameran dibuka pendaftaran secara offline.","0"
"gyustudy","@studyysal iyhhh, kayaknya ribet sih kalau mau offline PASnya menurut sekolah jadi hitung2 terakhir online lahh, semester depan baru full off wkwkw","0"
"lilia_andini","@subschfess Awalnya ngerasa stres dikit. Gapapa stres yg penting belum gila wkwk
Kalo di bilang capek ya capek, mana sekolah uda offline, pulang nya langsung bimbel buat utbk. Tapi klo uda di jalani biasa aja kok. Oh ya kelas 12 banyak kejutan tak terduga, jadinya seru xixi 🙌🏻","-1"
"jaybsomofume","@truzlover Kan dia pro sekolah tatap muka waktu covid marak itu. Beda pendapat boleh aja tapi ngatain anak org bego sih keterlaluan ya.","-1"
"astro_xphile","@subschfess Jangan nderr... Yg penting kamu belajar.. aku ngerasain koo, selama pat offline ini aku belajar dan ketika liat hasilnya aku Alhamdulillah bersyukur bgt jd tau kemampuan ku, jd ngerasa bermanfaat banget aku selama ini sekolah, ilmunya dapet","1"
"bukanshashaa","@convomfs aku juga gini semenjak sekolah offline sampe sekarang, tp maaf ya aku gabisa kasi saran soalnya aku jg gatau cara ngatasinnya","0"
"KuretaID","Ini Sejumlah SMA Negeri di Sulsel yang Masih PPDB Offline https://t.co/dK79OqJq3B","1"
"tidaksukaduren","sekolah udah pada full offline ya??
rame banget jalannya 😬","-1"
"thewoodiess","ketika online pengen sekolah tatap muka. Eh pas udah ada kebijakan boleh tatap muka malah pengen online","0"
"cupcupbidamcup","Sekolah udh pada mulai offline, guru bimbel bingung menyesuaikan jadwal lagi dengan banyaknya les bimbel sang anak wkwk","-1"
"xlite_de","@collegemenfess kangen 😌
masih sekolah pas keadaan pandemi aja tetep kangen pas masih sekolah offline","1"
"dailymoment95","Pengen beli laptop tapi laptop yg sekarang masih bisa dipake cuman agak lama aja :”
Make laptop sekarang juga jarang, paling akhir semester aja. Sekolah juga udah mulai offline.","0"
"qnsnai","@collegemenfess Tetep masuk. Kalau kuliah offline blm pernah sih, tp pengalaman terakhir tetep masuk ke sekolah meski setiap bbrp menit berhenti di jalan krn perut kram dan kepala berputar. Kalau diterusin jalan takut nabrak atau jatuh sendiri. Jd malu nanti.","0"
"urkyanmacat","Morning! Hari ini aku sekolah offline:&gt;","1"
"crharge","baru aja agak bebas boleh buka masker kalo lagi ada di tempat yang sepi, terus sekolah juga udah sering offline eh malah skrg ini ada #WaspadaCacarMonyet https://t.co/HvjXAEvJPT","1"
"JUALAN_BASE","Yang udah mulai sekolah/kuliah/kerja offline pasti butuh banget flashdisk ✨ flashdisk sandisk 32 gb new 35k aja nih, harga pasarannya 50k ke atas lho. Bisa langsung CO di syopi 😃 JB https://t.co/L8CaKsIsfK","0"
"berrisikk","sekolah lain enak banget anjir ujiannya offline tapi pake hp/laptop, gue msi pake kertas t___t","-1"
"ridwan_rzky","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/bNZiRyumol Kader PDIP Bersama Puan","1"
"AlodiaLea","Hari ini hari pertama ujian akhir and actually not bad, cuma aku aja yg terlalu takut sama ujian offline di sekolah. Ujiannya di sekolah tp ngerjainnya ttp pake gform. But remember Ka Reggie said ""Jangan terlalu pana enteng"" (if i'm not wrong).","-1"
"slametsukoco10","Dari pandemi menuju endemi
Di pagi hari aktivitas mulia jam 6 pagi lalulalang kendaraan untuk para pelajar menuju ke sekolah masing, ada yang diantar ortu nya ada yang naik motor sendiri. Sejak sekolah tatap muka di buka.","1"
"fantasyblund","Good morning on this foggy monday dipagi ini @A_ChristyJKT48 🌥

SEMANGAT sekolah offline nya 🔥
Jangan maen hp terus dikelas ntar disita loh 😆 https://t.co/7xr0vKKsUf","1"
"hsyafaat","Sekolah offline, anak sma mulai bolos lagi. Nature is healing.","-1"
"honeyglozz_","Ketika galau gara2 dreamies PAKE ACARA SEKOLAH LAGI SENIN 🖕🖕 OFFLINE LAGI 🤢🤢🤢🤢🤢","-1"
"sepp_adam","Makasih fotonnyaaa~ akhirnya sekolah offline ya, semangat~ @A_ChristyJKT48 #ChriStory","1"
"ethnelshi","@laurozerie Sebelum sekolah offline, trus waktu tta, saling teror meneror seru banget gilakkk sekarang agak kurang mana moots lama pada hilangan🥲","0"
"99peepsz","@subschfess ngenes anjir wkwk, gue suka sama ni orang dari kls 10, lumayan deket, beberapa kali pulang bareng juga, trs kls 11 daring jd full gak kontakan kecuali masalah sekolah (kerpok, diskusi, dll) nah kls 12 tuh udh mulai tatap muka terbatas DAN GW BARU TAU TERNYATA DIA DEMEN SAMAㅡ","0"
"kompascom","Sepanjang Mei 2022, SRP telah mendatangi 10 perusahaan dan 12 sekolah. https://t.co/94KVcbL5Ee","0"
"pawpatrolii","Kek setelah sekian abad ga nonton konser offline, terakhir nonton artefac itu juga online di 2020. Kesampean juga ngegigs offline sampe suara ga abis dan kaki gw gemeter wkwkwkwkwkwk. Partnernya nsy juga lagi dari jaman sekolah. Goksss sih wkwkwkwk","0"
"faruwuw","bukan gak percaya, hm gmn ya
di pandemi ini bener2 keliatan beda antara sekolah swasta dan negri

adekku swasta, pas pandemi bener2 zoom dr pagi sampe sore
sekelas kalau offline tuh ber 16, itu dipegang 2 guru
pas pandemi, 1 room zoom isi 8 orang 1 guru

lebih terkontrol https://t.co/PzC52xqq4Y","1"
"HARVTOI","@somezans SIBUK BANGET SEKOLAH OFFLINE JANI😫😫 LO OFFLINE JUGA GAAAA","-1"
"ryvjinshiin","@subschfess bayangin, lu kelas 10 11 online, gurunya ngangong2, kebanyakan waktu habis gegara kendala teknis. gurunya pun klo njelasin ga masuk otak. kitanya jg males2an gegara itu. dan kelas 12, JEDER OFFLINE. ujian sekolah pun offline. ngejer utbk pula kebayang ga stressnya kek bgimana?","-1"
"ndraglines","@A_ChristyJKT48 Cie sekolah offline lagi.
Selamat bersekolah dedek 👌","1"
"violedto","disaat sekolah lu yang selalu ujian online tapi besok senin disuruh ujian offline be like : https://t.co/Pc80REWA4p","0"
"kacangmadua","sekolah offline capek juga ya hadeh","-1"
"avocasky","@schfess awalnya gue ngira juga serem, tapi pas sekolah udah mulai offline ternyata seru hehehe","1"
"ambisaja","@nadnive Akuuuuu, harus skincarean dulu😭😭. Waktu PJJ biar kerasa sekolah offline","1"
"vantaegerbear","@schfess I feel u nder, hasilnya mungkin emng bakal ga sebagus yg nyontek. Tapi percaya deh hasil usaha sendiri bakal lebih bangga dan puas. Kalo kamu bener"" belajar, itu bakal mudahin kamu buat materi selanjutnya juga apalagi sekolah udah mulai offline gini.","1"
"piyiolet","@LiongkyTan Murid2 w anak penabur mau sekolah offline aja pada misuh2 mager katanya, apalagi tawuran yg menggunakan seluruh raga 😭","-1"
"Jeyqey97","Totebag muat banyak untuk persiapan sekolah/kuliah offline 😍🛍️

✨A thread✨

1. Link : https://t.co/fcgFulGfnn https://t.co/M2ILvnUQV5","0"
"AFKMoment","@dear_myslf Kadang pas lagi pengen lembur suka mikir Ampe tidur itu ngga penting wkwkw,

Tapi setelah sekolah offline keknya Uda mulai berkurang karena emang tubuh sendiri kayak minta istirahat jadi rasa begadang lama lama kayak ilang gitu","1"
"kenmaluuv","@uzuzens eh masa?? anak sd padahal udah sekolah offline 100%","1"
"convomfs","🤍 selama ini belajar fisika kagak pernah paham konsep nya di ajarin sama guru sekolah tuh gamau masuk otak besok PAT fisika offline no contek contek mana sender duduk depan GWS mental dan kesehatan sender harus gimana plis sudah bingung","-1"
"seokjineraa","@parkjimin95996 sbbb kaaa, aaaaa 🥲🥲🥲🥲 thankyouu bgt kaa!! 🫶🏻🫶🏻🫶🏻💘 ak juga berusaha kyk gituu, makanya daripada sekolah offline lebih nyaman online. tapi mau gmn lg 🥹. ak udahh kelulusan jadi gaada uas. kaka jg semangatt yaa!!💜","-1"
"Chlsmf","Ngakak mainan kita dulu pas jaman sekolah offline sampe emosi 😭 @Cnnamn_cndy https://t.co/GJujEOeV8D","0"
"Widhi_Waskito","Nak wedhok sumeng dari pagi.
Disuruh sekolah online ..ngga mau.
""Aku mau offline sekolahnya pa, ada teman + hari ini ulangan..aku gak mau susulan. Repot""

Ok fine kak. Lsg dropping di sekolah.

Sore dapet kabar nak wedhok goes to dokter.","1"
"cyjcarts","@bamubuy IH GAPAPAA, aku sekarang udah sekolah offline jadinya gabisa on twt t___t mingdep udah mulai ujian kenaikan kelas juga 😞","-1"
"lightupdworld","kalau dikampung okelah gue punya cuman gue belum renov dan jarang ke kampung karena udh offline, makanya emosi bgt gitu pagi2 udah ada yg ngetok2 pintu bangunin tuh anak sekolah ribut hidup matiin lampu harus di tegur fak!","-1"
"AmirMajnor","baru aja agak bebas boleh buka masker kalo ditempat yang sepi, terus sekolah juga udah sering offline eh ini ada #WaspadaCacarMonyet","1"
"ssytxzz","ayo donggg sekolah online lagi, sekolah offline temennya gaseruuu bgt","-1"
"NyayamM","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/EVpalydjJl Kader PDIP Bersama Puan","1"
"creqmpuff88","anjjj lah mau sekolah offline pun udah direncanain dari kemaren, tapi 1 org ini ga mau krn males🙂","0"
"chagijin","Sekarang sudah mulai banyak aktifitas offline, baik kerja, kuliah, ataupun sekolah, dibanding sebelumnya yg lebih banyak di rumah. Jadi perlu bagi waktu utk bisa stream lebih, byk hal yg mempengaruhi ga tercapainya goals, yg ga selalu karna hal buruk. https://t.co/Mef0izkDvk","-1"
"mynameBeee","waw.... Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka di sekolah dengan tenang, sehingga dapat meringankan beban anak dan orangtua yang sudah tahun terakhir menjalani pembelajaran jarak jauh (PJJ).
#APBN2023UntukRakyat
Puan Solusi Bangsa https://t.co/wjEMTEOrnS","1"
"ilovyangs","@mellifluous_ily BENERRRRRR, bongkar rahasia semasa sekolah offline dulu wkwkwk","0"
"byharuncuk","@schfess Tpi ttp ke sekolah ya, caranya online pakek aplikasi tpi tetep offline, harus hadir","0"
"isntmesel","@Ziofaiz Ditambah orang2 udah mulai aktif wfo + sekolah offline 👍","1"
"pvublics","@satorublueyes_ LURING APA??? OFFLINE GITU? IYAA, AK OFFLINE DI SEKOLAH LANGSUNG","1"
"indihomeborneo","YUHUUUUU EPISODE 3 SUDAH BISA KAMU TONTON LHO SOB✨

Yup, Alif &amp; Tracy bakal sharing mengenai sekolah online🧑🏻‍💻dan gimana perbandingannya dengan sekolah tatap muka🧑🏻‍🏫. Pasti ini relate banget sama kalian.😌

Nonton di sini ya Sob 👉🏻 https://t.co/razVmbMB1Z 

#IndiHome","0"
"nadilaristanto_","@A_ChristyJKT48 Enak dong, mending sekolah offline, ketimbang sekolah online","1"
"deyfrr","Percayalah aku seneng anak sekolah udh offline. Tp aku sebel kalian bikin macet dekkkkk mana pada kaga pake helm trs nunggu2an sm temen2nya yaampunnn aku rasanya pgn marah tp dlu aku jg gt 😭 akuni plg kerja dah capek dek huhuhu tolong lah","-1"
"memperdayai","akhirnya sekolah offline diawali dgn adegan pertolongan pertama kecelakaan kerja https://t.co/kUKXuePTjn","1"
"hildaudila","Besok 1st day jenna sekolah offline. Maknya yg deg degan jiper duluan 🥹","-1"
"rijalio3","Dengan diperlakukanya Pertemuan Tatap Muka diseluruh sekolah diharapkan program Merdeka Belajar bisa berjalan dengan baik
#KomunitasMerdekaBelajar #BergerakBerdayaBersama https://t.co/A9Wtf91NH6","1"
"thyunniesbaobei","@Binnkookie WAHHHHH STAY SAFE BINNNN,, kamu sekolah sampe jam berapaaa? IAJDJJAS MAAF ZHEI NANYA BANYAK krn curious ㅠㅠ zhei ga sempet offline sejak covid T^T","0"
"ArrmedIair","@nilakandii Sekolah dan kerja offline","1"
"santi_anggrae","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/iKClB0VnjG #FestivalKopiTanahAir Puan Peduli Petani","1"
"justcosmodust","@loveechannn @convomf Gapapaaa jangan takuut wkwk. Aku baru pertama kali PAT offline di sekolah, tapi ga semenyeramkan itu ko ternyata, yang penting belajar dan berdo'a aja sii. Semangaat yaaak buat kamu😀🔥","1"
"pacarecanya","@convomf -emm terus sebenarnya ini bukan dif offline tapi pas online waktu itu terus aku di minta tolong buat kasih foto temen2 pas ngerjain ulangan, trus karna yang lain ngak mau keinget dia, eh dikasi donggg trus kata gurunya salah pakai baju sekolah trus BERASA DI KASI PAP WOY 😭😭😭😭","0"
"qifaadeer170845","@fknfrf @glassofkha 👍🏻 tetap semangat, sehat"" selalu, raih mimpi setinggi bintang, jangan takabur kalau sdh sukses.
Apalagi sdh offline school, masa terindah sekolah adalah SMA. Di mana pun belajarnya, itu semua kembali pd diri sendiri khususnya &amp; pengetahuan perlu tapi adab juga penting ya 🙏🏼","1"
"alvent_chandra_","@A_ChristyJKT48 Sama woey toyy males bangett sekolah offline 😔 tapi kamu harus tetep semangattt","-1"
"1_Rey_6","Aku ga mau ikut acara offline sekolah
Tpi knp anak kls 90% ikut semuaaaaaaaaaaaaaaa 😭😭😭😭😭😭😭😭😭😭","-1"
"HadiAli85013088","@m0d0 Mungkin kerana cuti sekolah minggu ini, rakyat Malaysia tengah bercuti dan berbelanja offline","0"
"theechans","hari ini ukk offline di sekolah bisa gk yh😢","0"
"langjtbiruu","@txtfrombrand Buat fotoin tugas² sekolah ketemen kwwk, fotoin papan tulis mumpung udh kelss tatap muka wkwk, sama bikin video² buat kenangan selama di sekolah kaliyaa😁 @craziestgrly @leegoli @sciapaa #AwesomeGeneration #GalaxyA73 5G
#TxtBrandSamsung","1"
"mavatyongf","@LinaPradana_ Kmrin beli yg illegal tapi versi aman. 🤣 Mo beli jalur legal mkr2 krn mau ngurusin ank offline masuk sekolah dulu. 😅","0"
"detikcom","Mau ikut PPDB Kota Yogyakarta 2022? Simak dulu jadwal PPDB TK, SD, dan PPDB SMP Jogja Offline tiap jalur di sini. https://t.co/OH6UGF2Esn","0"
"lemontea21_","@bdngfess Kalo sambil sekolah offline kayanya susah oge sih, mending jualan² kitu jd reseller jadi bisa sambil sekolah","-1"
"bybo_dus","@A_ChristyJKT48 Anya aja juga sekolah offline kok 😁😁😁 #AdikImpian","1"
"96HANBINCF","@COMFORTORY Koko waktu sekolah online vs koko waktu dirazia pas udah offline https://t.co/C1kdvXMK1Q","0"
