username,tweet,label_sentimen
lucopan,"@cherrybomn @nctzenbase Lah elu yang knp. Gua kan cuma bilang kalo udah pada sekolah offline si sender kalimat pertama aja 4m udah cukup? Udah puas? No! Big no! Kudu ngertiin keadaan juga dong di korea juga lagi pada ujian di indo pada sekolah offline jadi gabisa rajin streaming kaya sebelum""nya",-1
Hellawwgaisss,Senin deoann udah sekolah offline yeyyy 😭🙏🏻🔪,1
adultbitch3s,kenapa sekolah offline tugasnya banyak bat,-1
penyediajasa,@basejokitugas adikku lagi sekolah offline nih🤗,1
hwangmetii,Kerja offline tapi lebih suka sekolah plis wwkwk https://t.co/V9YPJJ8zMF,1
fltrbunnyksjeon,Sekolah offline ya?,1
Winzipy,@hizeusss Rilisnya hari senin dan akhir bulan :'). Masa masanya orang gawe sama sekolah dan kampus sekarang dah offline juga :'),1
rAmaxdy,sekolah offline prnya makin banyak anj,-1
caaleehc,"@luffbearr semangat sekolah offline nya melll, mapel apa tuh yg free?",1
acexillin,GW LG SEKOLAH OFFLINE ANJING MASA IYAAA GUE TERIAK KAYA ORANG GILA DI KELASS DASARR DEJUNNN,-1
CeweBaik_,@basejokitugas sinii nanti jam 12 aku sekolah offline,1
qnjmeen,AAAA GUE ADA SEKOLAH OFFLINE PELAJARANNYA MTKKK MANA GURUNYA GALAK LAGI,-1
salvareth,"@convomfs Coba berangkat deh nder, buat latihan kalo udah  sekolah offline nanti kan berangkat tiap hari",1
satalune,@convomfs ya kalo udah tau dr awal sekolahnya jauh kenapa pilih disitu? kan udah seharusnya take responsibilities sebagai seorang siswa. kalo dari awal offline juga lo bakal ke sekolah tiap hari,0
T4EOXO,sekolah offline/online??,0
schfess,"SchApp! Yang sekolah offline, semangat ya!

✄・・・
🧐 Trivia: Katak padang pasir hanya keluar selama satu bulan di bulan Juli, dan tidur selama 11 bulan sisanya",1
chimoochim,"hai, hari ini yang sekolah, sekolah nya offline apa online ni?",0
eajjeaa,"Pagi moots, yang sekolah offline semangat ya",1
sshxkthinker,"@zwooflwr Ga pernah tidur nyenyak selama bulan Oktober 😭 sekolah masih online, tapi 2 minggu sekali offline. Okk u too!! Have a nice day too 🤩",1
taeeraly,"Kalian sekolah nya offline/online?
Me: offline https://t.co/hhNLrb025W",0
jeacminie,"hi aku hari ini sekolah offline
kalian offline/online?",0
nctzenbase,"Neozen, maaf gak bermaksud menyinggung siapapun. Kalo kalian mau ngingetin streaming gak papa bgt tapi harus baik2 juga jangan maksa apalagi dg kata2 yg kurang baik, inget sebagian drikita ada yg masih sekolah/kerja dan banyk yg mulai offline. Streaming sesempatnya aja  (cont..)",-1
nepsenus,@msahrio sekolah offline atau online nih??,0
jaehyunensiti,"Pagii moots, pada sekolah online atau offline?",0
floersall,"@lunaemovas Kita satu kaum, akhirnya ada orang yg gak suka kembali sekolah offline  😆",-1
mxanindra,akhirnya yang lain ngerasain capeknya sekolah offline,-1
luseofer,"DULU PAS JAMAN MASIH SEKOLAH OFFLINE😭😭😭 pasti aja begini
""yang kalah gantian ya""
""PAKE LAGU YANG SUSAH KEK""
""yang dapet bintang di level hard, nanti aku traktir seblak ws""
""lagu aju nice woiii""
""AAAA APAAN HDUSISHDOSHWIWJWBS"" /kalau kalah https://t.co/qWFgJySwhO",1
rjhychna_,sekolah offline https://t.co/Jxgd0T5whw,0
renxnoir,@encity_mlyt offline ini lagi di sekolah,1
minhimine,@bertanyarl suka sekolah/kerja online/offline??,1
potatobee__,"ini adek-adek w sekolah dpt uang jajan, w di rumah doang ga dpt uang jajan, huaaa kpn kuliah offline",1
evoctvesungchan,pengen sekolah offline tpi gk mau belajar😔☝️,1
aunoe_,"Udah effort bgt ni sekolah offline biar pelajaran, malah jamkos😇",1
ijattv,"waktu, bisa lebih maksimal belajarnya. mana gaboleh bawa bekal makanan, sedangkan sekolah jam 6.30 udah bel masuk. bingung gak lu sepagian gak makan, loyo. apalagi ye, oiya offline kan setengah doang, sisanya tetep d rumah, itu belajarnya makin gak maksimal. yang di rumah kadang-",-1
ijattv,"gue tim kontra offline sih. semenjak bapak gue meninggal kan mama gue harus kerja, jadi ga ada yang bisa anter jemput gue ke sekolah. sedangkan ongkos ke sekolah tuh 14k. 14k pulang balik 28k, uang jajan gue aje 25k doang. sekarang malah bingung uang jajan, gak ada yang ngasih.",-1
ulricaphy,"@DEARJAEMARK Iyaa padahal ini pas chorusnya easy listening bikin nagih, aku aja ngajak streaming ke temen yg non K-popers katanya lagunya enak 😭
Apa mungkin krn rilisnya di hari² weekday ya, terus udah mulai sekolah offline juga, jadi pada gk banyak waktu luang buat streaming 😥",0
raapriki,"@storyuntitledd yeay bagus! udahh, kebetulan sekolah offline aja ini 
btw, have a great day kak tii, semangat yaa buat hari ini! 🥰💪💪",1
schfess,"sch! gimana cara nolak orang kelas minta contek tugas pas sekolah offline:(. Hadeh, kan gamungkin bilang belum, nantikn ketahuan:(",0
sukacowogepeng,semoga sekolah offline gue lancar https://t.co/cGvfk4640b,1
sukacowogepeng,@bertanyarl sekolah offline,1
cukieeest,sekolah offline🐄🐄,1
koominiey,"@ell_amethyst imel udah mulai sekolah offline kak😭
astagaaa kirain imel itu😭",-1
jakekthgf,"@Lionbby_ pgnnya si gt, tp gue sekolah offline 😭",-1
derapiIu,"Ya Allah, sy bosen sekolah offline terus",-1
hnxxlee,gamau sekolah offline😭,-1
Opura_,"@szunarintarou Morning lang, hari ini kesibukannya apa? Sekolah? Kuliah? Online offline?",0
Opura_,"@kkajenn Morning, kesibukannya apa hari ini? Kuliah? Sekolah? Offline online?",0
lucopan,@nctzenbase Inget udah banyak yang sekolah offline,1
loafsyya,sekolah offline is sucks,-1
chiengra,Adekku udah mulai masuk sekolah offline 👍🏻👍🏻,1
yeowrinn,"Ngantuk bgt sekolah offline pagi"" td malem bru selese nugas jam 2🙂",-1
2ier4,"sekolah offline tu enak, kalau punya temen :)",1
ketoprags,dulu kok gue bisa ya survive sekolah offline selama seminggu terus smpe sore lagi awokawok. sekarang kyk seminggu 3 kali aja rasanya capek bngt dah,-1
pacarkyle,"@lmkhccvr uda sekolah offline, tapi hari ini jadwal online",0
cutiexunqi,Sekolah offline tiap hari rasanya capek bgt,-1
hppyjinn_,Adakah yang sekolah offline hari ini?,0
jisungbigwin,Tentu saja saya sekolah offline lagi,1
SKR_AJG,akhirnya sekolah offline https://t.co/NncbUMnM33,1
bertanyarl,"tanyarl
balik ke kos sekarang yay/nay
belum sekolah offline si🥲",0
VBonika,"@S_AshelJKT48 udahh,mau sekolah offline ka wkwk,have a nice day",1
gewdung,@oshxjung sekolah w knp gada yg kena ya... keren juga... OFFLINE AGAKNYA MAYAN NYIKSA ANJIR,-1
hennderyyyy,sekolah offline?,0
itsmezezee,"sekolah offline gaenk klo di sesi, ga adil sm yg online soalny nnt takutnya klo materine nggak diulang lg waktu gnti sesi tp malah lanjut materi",-1
chan66_,@ishyuckandk harusnya sih lagi offline tapi di sekolah ku lagi ada acara jadi hari ini online,0
strawtaeberi,@jkkily Oalah kamu sekolah offline. Semangat 🥰,1
fairrysnow,sekolah offline😿,1
subschfess,Sch! Struggle ulangan pake kertas lembaran pas sekolah offline 😔 https://t.co/ynVrjsNBcx,-1
YujinIsBae,Hadeh dah sekolah offline aja,-1
skinatvelvet,@emulsyen Pagi ijaaa! Semangat kamu jugak! Sekolah offline apa masih online ja?,0
seungminieys,"@convomf engga kadang abis subuh tidur lagi, soalnya papah kerja biasanya mulai jam 8/9an apa lagi pas aku sekolah offline ydh deh gada yg jam 6 udah bangun🙂🙇‍♀️",-1
gueygpertama,"Gak lgi gue mandi jam sgitu klo gk sekolah offline, DINGIN NJRR",0
rikimiato,"pagii semuaa, have a nice day♡ semangat buat yang sekolah offline",1
sukacowogepeng,"hadeh, hari ini sekolah offline😭",-1
cloudlyneos,"@convomf kalo kamu udah sekolah offline, jualan roti/donat aja pagi2. temenku dulu jualan itu laku sih soalnya pada beli buat sarapan biasanya.",0
hyubeary,"@Yxwidy Morninggg, sekolah offline ni",1
ephouriae,@convomf eh nderr tp ini buat sekolah offline doang yaa 😁😁,0
subak_buah,@convomf Pengennya gitu tapi aku sekolah offline :v,1
FIatterer,Gimana biar gue ada semangat sekolah offline,1
shenfizzle,"@fairytales__17 Wih kecee, hari ini sekolah nya online apaa offline?",0
babyappleho,"@convomf Enak kok offline, cuman karena udah terlalu lama online, capeknya offline jadi kerasa banget. Capek fisik ya bukan pikiran, kayak bolak-balik nya, belum lagi pagi-pagi udah harus siap ke sekolah tuh kerasa banget nguras tenaga.",-1
iHugSehun,"Lemes banget, gak ada mood buat ngapa-ngapain. Gak mau sekolah offline juga nanti pagi. Buat apa gitu",-1
iHugSehun,"@schfess Dari awal juga gak pernah pengen offline class, makanya suka ngerasa aneh kalau ada yang ngebet banget pengen sekolah offline",-1
schfess,"Sch! No salty ya, awalnya aku seneng sekolah offline, seneng banget, tapi ternyata disekolahan juga cuma dikasih tugas aja, gak dijelasin materi + memperdalam materi, dan selalu bilang ""nanti materinya dibaca sendiri ya""🥲",-1
iHugSehun,"Langit, bisakah kau turunkan meteor ke sekolahku? Aku tidak ingin sekolah offline",-1
tatalolosits,"•PROGRESS•
1. today aku abis sekolah offline mat peminatan dan mat wajib
2. lanjut sekolah daring sampe jam dua siang
3. tobk gratisan dari salah satu bimbel deket sekolah
4. disambung les
5. dan belajar uh fisika buat besok

*kinda tired but it's ok https://t.co/rUJo4G4rNK",0
svngjkcoty,males besok sekolah offline..,-1
mrkdyz,"besok sekolah offline tp gua blm ngantuk help, mana pagi sekolahnya",0
lioninsideme,"Bedanya yang bikin lebih berat saat ini, siswanya jadi kudu belajar dewe.

Kalo dari segi tugas, gue liat liat gaada bedanya sama gue sekolah offline dulu.

Adek gue aja sampe mendeklarasikan ""gue ga akan mau masuk sekolah SMA di sekolah lu.""",-1
lioninsideme,"Yak silahkan hujat tapi beneran gue ngerasa gitu. I mean, dulu gue sekolah pas offline aja tekanannya sebesar itu.",-1
iaiyaka,"@bertanyarl dibebanin ke PR. Apa-apa Pr, pr, pr, dan deadlinenya tuh gak seminggu kayak pr kalau offline. Bisa cuma sehari, dua hari dlnya. Semua mata pelajaran ada PR. Aku nemenin adikku yg sekolah offline aja ngerasain capek, apa lagi anak² seumuran dia pasti ngerasanya capek banget",-1
iaiyaka,"@bertanyarl Hmm gimana ya aku ngejelasinnya... 

Kalau kita sekolah biasa kayak offline gitu kan latihan ya latihan aja gitu kerjain pas mata pelajarannya berlangsung. Pulang juga paling bawa beberapa PR, dan aku yakin ga semua mata pelajaran ada PR. Tapi sejak sfh tuh, tugasnya jadi-c",0
b4byjn,beeeeesok gue sekolah offline for the first time setelah sekian lama AOWKWKW,1
flawlassy,"@convomf gue ngeri di praktikumnya sih. gatau kenapa kaya belum siap aja gitu. mungkin karna efek kelamaan online, ya ? ada yang ngerasa gini juga engga si ? jangan - jangan cuma gue doang yang ga ada rasa excited mau sekolah offline π____π",-1
tanaaaasan,"@armyfess_ Sksd aja my gapapaa, lumayan kan ada temen ngobrol di kelas kalo udah sekolah offline👍",1
nkngis,@convomfs kalian udah sekolah offline belum,0
horahosh,@quarrenity IYAAA. Ambil shift malem mumpung besok sekolah offline ehehheeh,1
puririen,semenjak sekolah offline jadi jarang buka studytwt 🥲,-1
zzhngchnle,Kapan sekolah offline sie😭😭,1
popicepakemilo,"@convomf Ga relate di gw si, soalnya gw lebih ngerti pelajaran yg di sampaikan sama gurunya lewat offline. Walaupun di sekolah mh kgk ada temen yodeh lh ya, yang penting pelajaran nya masuk ke otak. Kalo online mh mana gw bangunnya kesiangan, ngantuk mulu lagi",1
chocxbearrie,"Dah ah pen bobok anj
Bsok ku kudu bangun pagi n sekolah offline lgie smsksksdmcndj heuhhh https://t.co/KI0SdAHXXW",-1
peekagyuu_,"@oojixsz kak nath kangen huee,aku sekarang udah sekolah offline,dari jam 07:00-16:30 setiap hari jadi udah jarang megang hp gitu…padahal kangen buat jbjb TT
kak nath apa kabar?",0
scyyxz,"Gue besok sekolah offline,tp males tidur njir 😭😭😭",-1
Annetaaulia,@gabyJKT48 Jam berapa nih ? Takutnya besok gak bisa liat karna sekolah offline,0
moncherie94,"Bioskop udah buka, sekolah udah mulai offline, gym buka semua. Kenapa cuma shake n shape yg ga buka2 lagi 😭 butuh olahraga bgd",1
serbukcrystal,"lawak bgt sekolah gue, kalo HUT sekolah diadakan secara offline sedangkan maulid nabi diadakan online cuih ternyata lebih penting hut dari pada agama:)",0
lovebangtanies,"@BaskaraRaditya_ anyway bar, tips biar cepet ngantuk dong besok gue harus sekolah offline 😔",-1
L0VIESB,"besok sekolah offline tapi masih belum ngantuk, malas tidur 😞😞",-1
oppiezoo,"gw punya sekolah lucu banget najis. KP3 offline wajib ikut, ptmt berjalan, sahabat belajar berjalan, tapi giliran kena teguran lgsg ketar ketir, awikwok https://t.co/9Ffar2SHFn",-1
sunm0rii,yg nggak gue suka pas sekolah offline ini tu...dari jam 7 sampe 10 murid cmn boleh duduk doang ga boleh bawa minum/makan gaada istirahat sumpah apa gk pegel mana kursinya kayu lg,-1
ssaerimu,besok harus sekolah offline,1
lovebangtanies,"moots, cara biar cepet ngantuk dan tdr gmn? bsk harus sekolah offline soalnya huhu",-1
visttae,"@jakegolddz aku udah sekolah offline 😭 waktu buat istirahat aja sering kurang huhuu. hype enha sama bangtan udah susah dbjsjsmaka

I MISS YOU TOO😭😭",-1
godamye,"@chshiitravis pretty good! agak cape karena td sekolah offline but still fun, anw thank uuu nay 😆 jgn begadang jg kalo ngantuk buruan tidur okaayy",1
howiyoung,"teruuussss ya anjir jeki taiiiiii KSEL AH. TERUS JG TEMEN KELAS GAJELASSS ULER BGT DIH. lawak banget, masa ngaduin apa yang ada di gc ke guru wkwk. padahal biasanya juga elu pada misuh misuh. terus ya.. besok sekolah offline. dah nangis aja",-1
nandahhrp,Wedeh bsk hari pertama sekolah offline,1
jjjminieee,besok kalian sekolah online atau offline??,0
starfruud,"bangun pagi pagi di hari senin, harus sekolah offline",1
laylaacityx,Mengcapek besok sekolah offline harus bangun pagi² jgn begadang 😩🤯,-1
rideruto,"@Ioveoid itu hal yg dilakuin setiap hari, btw lo msh sekolah online atau udah offline",0
jayparkjngsng,"deluan yaa, besok sekolah offline😌 gnite!! sleep well moots🌛💛",1
gatauuuulagideh,"Tidurr, bsok sekolah offline https://t.co/VdIp9BGuFM",1
kidulity,"@convomf sama nder aku juga besok kudu offline tapi lagi ada yang bikin ga enak :(( gapapa yuk sekolah aja, belajar kan hak kamu :(( semangatt! 🫂",1
ffnnajae,"@convomf Sekolah offline gapapa, asalkan kalo mtk, ekonomi dirumah aja boleh ga sih😭😭😭",1
beyourselfbts,Makin gw pikir pikir masa sekolah online udah nyaman banget kalo offline ga tau kenapa gw kyk males banget,-1
kecci,"@summeryish YEEESS satu bulan ini aku udah sekolah offline, kak summy!! SENENG BANGETTT BANGET! SETELAH NUNGGU SATU TAHUN akhirnya bisa ketemu T____T i’m even happier now to hear that!! 🥺 KAK SUMMY SHOULD ALWAYS BE HAPPY &lt;3",1
dobbycrushh,"kalian lebih suka sekolah offline apa online?
plis tugas gue gk offline gk online sama aja bejibun",0
achiosaurs,sudah siap sekolah offline go 😇,1
ayasazi,BESOK AKU SEKOLAH OFFLINE YEAYYY,1
kalaN0There,"fyi, gue sekolah offline tapi tugasnya di kumpul di google classroom",1
kalaN0There,"cape banget tugas gue numpuk. baru hari pertama di minggi kedua sekolah offline, udah numpuk aja. kadang guru tuh mikir gasi kalau anak murid itu masih ada mapel lain? iya si ngejar materi, tapi cape banget harus begadang cuma gara gara tugas 😢",-1
lastrimilikku,"@BLACKPINKMARKET Kan sekolah, kuliah, uda pada offline. Jadi mereka ngurangin buat jajan. Kecuali kalo kemarin covid nganggur jadi pelampiasan ke beli merch &amp; pc gitu",0
Mastertogels,"Jalanan, Mall, Bioskop, Bandara, tempat wisata dah mulai buka, anak2 mulai sekolah offline. Para pedagangpun mulai tersenyum, pasien covidpun mulai hilang di RS, semoga jadi pertanda kearah kebaikan, tetap taat Prokes supaya tdk terjadi gelombang ketiga. https://t.co/S1yTTHltp3",1
Hajaekyuu,"Maaf moots aku jrng jbjb, akhir2 ini lg overthinking semenjak sekolah offline ☺🙏🏻",-1
jjkiesy,"beberapa hari kedepan srl dulu yya, soalnya lagi sekolah offline. tugas juga numpuk 😭👍🏻",-1
kookiebullet,@convomf KENAPA WEYYY JURUSANKU BLM BOLEH SEKOLAH OFFLINE,1
lukasomanalu,"@rahmadiheru88 @kompascom @alh_koentjoro Yang terbaik untuk bangsa ya, Bro. Anak-anak sudah mulai sekolah offline, lihat Jogja kemarin sampai macet, penuh mobil luar kota, ada rasa khawatir.",1
jjenorion,kenapa ya sekolah offline lebih kerasa capeknya? tapi seru sihhh,1
sugarbabyykim,@lunal0veg00d1 Senin ini my first sekolah offline after 2thn ga ke sekolah🤌,1
Faimeng606,"i mean, sekolah offline- sekolah biasa sih, emang tiap Senin - Jum'at",1
unicornangelkai,"@bertanyarl suatu saat nnti yg sklh pake kerudung akan merasakan

Sekolah online                         sekolah offline https://t.co/u5KMjtTCNm",0
sunooforlifee,besok aku sekolah offline 🚶🏻‍♀️,1
curioussmoo,"apakh aku hrus menangis, bsk vaksin padahal sekolah offline, trs ada pelajaran kimia &amp; visual arts AKU MAU IKUT PELAJARAN ㅠ ㅠ",1
moonareas,☁️ yang udah sekolah offline spill dong uang saku kalian berapa😬,1
gulajawa____a,"@convomf gue fine fine aja kalo offline, CUMAN YA KALO EKSTRAKULIKULER OFF IN AJA GITU LOH ANJIR, GUE MAU FOKUS SAMA MAPEL, kek ada aja hambatan 😞 semoga aja ekstra kulikuler nya di hentiin sampe gue lulus di sekolah itu wkwkwkwk",-1
naajaeminok,"Bukan gimana ya kalok catetan karena sekolah online its okay lah masih bisa kalok ini kan udah offline kek dia juga udah nyatet kan nanti gua yg nyatet susah"" dia tinggal nyalin santai",0
eifat22,"@convomf Awal 2020 dan akhir 2021. Karena itu gw sekolah offline, gw pilih dua duanya",1
KTanjayasri,"@slrvrqueen Iy..
Sekolah di rumah..
Kalo guru w ada di kota yang sama dngn w..
Guru dtng ke rumah... Kek sklh offline
Kalo w lagi di luar kota.. Materi and soal latihan dikirim lewat e-mail deh..
Dan itu sdh berlangsung selama 4 tahun terakhir..",1
inisipiepie,@minewithmine MAU KAK BUAT JAJAN SUNSCREEN BUAT SEKOLAH OFFLINE,1
Wanfatinfiqah,"first day sistem penggiliran untuk kumpulan pelajar B: 

Ada budak kumpulan A yang masih datang sekolah walaupun dah pesan minggu lepas. 

Cikgu? Ulang balik from A-Z apa yang ajar kat A last week sebab PdPR offline module tak berkesan tanpa ada penerangan yg jelas dri guru.",-1
bacotancasaa,jahat bgt mrk ngerencanain liburan di depan gue yg minggu ini full sekolah offline 😀,0
Itsme_nayoung,"GW BARU KLS 9 TUGAS UDH GA NGOTAK HAHAHA APALAGI KULIAH MAMPUS GW,,,,,, APA JANGAN"" KARENA GW TOLIL TUGAS 5 DOANG DI BILANG BANYAK? ,,,,, LEBIH DARI 5 BTW BUKAN CUMA 5 ,,, KARENA GW UDAH SEKOLAH OFFLINE KUIS &amp; ULANGAN UDH JADI TUGAS GW JGA HAHAHAHAHAH CAPEK SAYA PAK BUK WKWKWK",-1
nanongmtnk,"Gapapa deh gua sekolah offline trs asal ga satu kelas masuk, udh srek bgt gua sama sesi ini",1
diemlobgst,@gwgjbgt Asikk dong sekolah offline,1
youngeunjkt,@convomfs sekolah mu masih daring apa udah offline?,0
ingkurapika,@convomf Lebih suka sekolah offline apa online?,0
pengabdilino,@petterhanniee semoga cepet sembuh ya biar bisa sekolah offline!! aku lagi mikirin uts soalnya disuruh bikin video terus 🤕,1
hyemiyya,hmm eh ya tapi sekolah offline juga aku gakenal temen sekelas sih. km kenal gak? @aheuheuu,0
TzuwithYu,"@rosyceae Demi tadi soalnya juga gw kek gini tadi pagi, mana sekolah offline, terus gurunya juga ngawas di belakang gw kek deg-degan banget 😭",-1
Sas_Frio,@givenchyholland Ah soal sekolah offline sm online btw,0
Gryffindorrrr_,"Selama ini berangkat gelap pulang gelap, sampe gak tau kalo sekolah udah offline ya? WKWKWK",0
arkathereader,@DGXIOR tadi revan keluar ya? sekolah kamu offline/online dek?,0
pacarakubanyak,"gakkk sengaja kepencet kata tengah!!!😭

itu tmen lagi blg ""besok takut sekolah offline"" https://t.co/5yhtEAU1wq",-1
wowowthing,Jujur kangen sekolah offline sih,1
ifieatbingsu,"Aku jahat ya? :( iya,pasti jahat banget :(

Kalo gini mending sekolahnya dirumah aja,males ketemu ""temen temen sekelas"". Tapi aku pengen sekolah offline juga :(

Duhhhhhh,aku bakal coba berdamai sama hati deh. Mungkin butuh waktu yang lama😭😭tapi ayo cha,kendaliin diri sendiri🍧",-1
bbytrezz,aku dah sekolah offline walaupun sehari masuk ny udh seneng 😭😭,1
talemonade2,"@bertanyarl -1 😠😩 hari ini hari pertama sekolah offline. Pas berangkat hujan, pulangnya motor mogok sampe harus jalan kaki di siang bolong+pake pantofel.",1
yeahtyaelah,@convomf Sekolah online/offline?,0
qrollz,"@thinkingabtwkh akuu gak pensi kook, cuma ngurangin koleksi, karena habis gini sekolah offline jdi takut gadirawat pcku 😥",-1
mashihomellows,"kayaknya bakal rest hunter dulu, mau sekolah offline💃",1
Underooes,"mending offline deh kalau sekolah, online mumet banget gue.",1
pipiw___,"@schfess Aku udh mulai sekolah offline jugaa tpi di sesi, sesi 1 pagi sampe siang, sesi 2 siang sama sore",1
linostibean,"beginilah jadinya dari kelas 10 sampe sekarang kelas 11, engga sekolah offline.

parkiran aja engga tau di mana🤣 https://t.co/pSQ2ipnJyh",1
prplbtss,@convomf Sekolah online ngeluh sekolah offline ngeluh,0
lvlyderain,"Offline school bikin capek luar dalam njir, fisik gw capek banget karena sekolah jauh, di kelas jg kurang maksimal rasanya https://t.co/bOULwhmtfA",-1
cihiroogino,Kalo lg proses move on gini pengennya sekolah offline full day bercanda sm temen2 trs jd cepet bgttt lupain rasa sakitnya:((,1
hantarans,"gua sekolah offline : 
belajar ❎
pedicure and manicure ✅
 gua kesekolah numpang bersihin kuku lumayan gratis ☺️🤣",1
chubbyville,"@convomfs Sering banget 🤧 apalagi pas SMA waktu itu sekolah offline, nh jalan pulang itu lewat tempat tongkrongan (warung tp sering dijadikan tempat tongkrongan anak sekolahan, khusus dr sekolah kami) untungnya sih pake motor aku",1
iceparkeu,"@tacendaqloo Gapapaa nanti aku yang mulung!! Semangat sekolah, seru banget uda offline 😖",1
jinmasganteng_,"@Sas_Frio @convomf Kalo alasan kamu begitu memang bisa diterima sih dan mungkin beberapa orang bisa nyari temen kaya kamu gitu. Tapi coba dari sudut pandang lain, mungkin ada yg ditempat kuliah/sekolah kena pembullyan atau apapun itu yg merugikan jadi mereka senang online daripada offline.",-1
Sas_Frio,"@jinmasganteng_ @convomf Kalo dari sisi aku, aku try hard buat membaur pas di kuliahan. Ya coba aja nyari temen yg satu minat sm org2 kek gt. Atau ga, biasanya bantu temen kalo kesusahan tugas, ntar bs tau mana temen mana bukan
Jgn djadiin alesan gamau sekolah offline gr2 susah cari temen sih imo",0
zaasunoowinn,pengen cepet sekolah offline😭😭,1
ryxxyna__,"pas sekolah online: ""buruan kek sekolah tatap muka (offline)""

pas sekolah offline: ""gpp balik lagi sekolah online aja gpp yakin:)""",0
missdayxyx,gue pas sekolah offline nanti https://t.co/g7vALYj7xf,1
tabithalaras,"@ka2inaa Iyaa karr mingdep balik nih gue, kalau sekalian sekolah offline berarti udh gue di jkt sampe libur akhir tahun",0
sathornus,"Dulu ya pas masih sekolah offline aku biasanya hafal sama jadwal pelajaran hari ini hari itu, tapi sekarang gak hapal sama sekali😑",1
1013__am,percuma sekolah udh balik offline klo ttp ga diksi duit jajan 😞,-1
schfess,sch! akhirnya offline lagi... terakhir offline di sekolah ini pas kelas 8 dan sekarang udah kelas 10 🙂 (sender SMP dan SMA di gedung yang sama) tapi ini sender kecepatan jadi masih sendiri di kelas 😞💔 https://t.co/PAUlbqnGdf,1
darkpinkeuseo,"@CUTIEINNIEEE Sama samaa.. Sekolah offline emg bikin capek. Aku ngerasain wkwk apalagi kl udah sorenya tambah les²

Semoga bisa cpt beradaptasi dg baik 👍

Eh tp dulu aku betah bgt di sekolah sampe sore bgt jam 4-5 sore baru pulang 😂",-1
agung_yuliantoo,"Yg masih sekolah/kerja via online mah enak, kalo begadang, bangunnya kesiangan gak perlu khawatir. Lah yg berangkat kerja/sekolah offline itu yg gedandapan puyeng",-1
sunmeanlae,"@collegemenfess 880k uang jajan + uang bensin, kadang suka ditambah 100-250k sama kakek kalo lagi main ke rumahnya. tapi ini pas jaman SMA offline sih. buat kos sama keperluan sekolah kayak fotokopi ntar dikasih sendiri",0
nctslaludihati,"@beachbbun widih mantap, btw kamu dom mana kok cepet udah sekolah offline dari pagi sampe sore?",1
nctslaludihati,@beachbbun udah sekolah offline dari pagi sampe sore kah?,0
shineynoo,"@chocowonxny Baikk, ini sekolah udah mulai offline n TUGASNYA BANYAK BGT🥲🥲 jadi lumayan jarang on twt:"". Hbu?",-1
shineynoo,@hooniest_ sekolah udah offline n TUGAS BANYAK BGT HSSJ😩😩,-1
menfesssyg,"syg! Gaada bersyukurnya ini org2, giliran online pada pengennya offline. Skrg dah ada sekolah offline malah pengennya online lg. Maunya pada gimana sih, ga konsisten. Kalo gini caranya, lu semua mending gausah sekolah deh",0
O959697L,tadi udah mulai sekolah offline,1
sygfess,"say! Gaada bersyukurnya ini org2, giliran online pada pengennya offline. Skrg dah ada sekolah offline malah pengennya online lg. Mending lu ga usah sekolah deh, aku kesel sm lu semua",0
JungHeeYaa,"Alhamdulillah jalan 2 bulan ini udah mulai sekolah offline. Mulai dikasih sangu sama ortu. Jatah 5k sehari. Nabung Alhamdulillah jalan tapi bukan cuma untuk album SN. Mulai kekumpul byk, aku ambil buat beli jilbab dll. Sampe sekarang cuma kekumpul 150k.",1
dlwobs_,HARI JUMAT SEKOLAH OFFLINE https://t.co/323i0RuOD2,1
rchel_louis,"i mean like
skip kelas 9 trus masuk sma + sekolah offline",1
shineynoo,"@04JYKEGF Baikk, cuma lagi sibuk aj ngurus sekolah INI UDAH MULAI OFFLINE N TUGAS SGT BEJIBUN😭",-1
chalametberry,Demi apapun pengen sekolah offline,1
n4dippaa,"udah sekolah offline, jadi susah buat on disini.. im sowrrryyyy",0
bananacityx,@KN1308J heloo nai? tadi sekolah? daring atau udah masuk offline? btw jan lupa mam yaa 🥰,0
subschfess,"SchApp! Di sini yang sudah sekolah offline, menurut kalian tugasnya tambah banyak atau nggk

✄・・・
🧐 Trivia: Ombrometer adalah alat pengukur curah hujan",0
watermlnsgr,"@JapanMerchFess pas offline gini cuma dikasih ongkos pulang doang sih, krn kantin sekolah jg gak buka wkwk.",0
zuunise_,"@convomf cug, gaada rasa bersukurnya emg manusia. dulu dikasih libur 2 tahun, ngeluh pengen ngerasain hidup normal, sekolah offline. sekarang udh mulai hidup normal, sekolah mulai offline, eh malah minta di online kan lagi. emg",0
yeahtyaelah,@convomf Capek gak sekolah offline?,-1
cchyuckie,@convomf sekolah online/offline?,0
yeorirooo02,"@collegemenfess Itu nder, pak Nadiem pusing masalah sekolah online salah sekolah offline salah, jadi beliau merasa pusing",0
Frilzzz,Pdhl sekolah offline cuma ampe jam 11 tp knp cape bgt ya😭,-1
comfortcrawd,"setidaknya seninku tidak terlalu buruk karena sekolah offline, makasi yh buat seisi x ipa 3 termasuk yang gk ngobrol sama sy dan cuma liat liatan🙏🏻",1
minsungcarts,@jenowley gw mingdep offline tks gmn kalo jam sekolah trs gw di sela-sela belajar “bu izin ngangkat vc lia”,1
